#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
cds1801	    154.051     155.234     309.285	    181.118     183.142     364.260	    137.681     139.924     277.604	
cds1800	      2.554       4.341       6.895	      0.875       2.187       3.061	      3.095       4.441       7.536	
lldP	      1.388       1.446       2.834	      1.807       1.560       3.367	      2.316       2.164       4.479	
recR	      3.003       6.953       9.956	      5.210       9.134      14.344	      2.831       5.579       8.410	
recQ	      3.297       3.271       6.567	      4.817       4.705       9.522	      3.971       3.695       7.666	
recO	      4.138       5.714       9.852	      4.668       6.862      11.530	      5.261       7.891      13.152	
recN	     41.688      39.787      81.475	     48.477      46.232      94.709	     55.897      53.286     109.183	
recJ	      8.643      10.328      18.971	     10.404      12.343      22.747	      7.712       9.458      17.170	
sfbC	      2.975       2.176       5.151	      2.982       2.112       5.094	      2.141       1.911       4.052	
sfbB	      1.271       1.318       2.590	      1.451       1.613       3.064	      1.737       1.985       3.721	
recG	      2.254       2.116       4.370	      3.249       2.875       6.125	      3.078       2.860       5.938	
sfbA	      3.572       3.400       6.972	      4.737       4.786       9.523	      4.615       3.947       8.562	
recF	      2.407       2.140       4.547	      2.252       2.367       4.619	      3.242       2.678       5.920	
recD	      1.513       1.513       3.025	      2.032       2.055       4.087	      1.539       1.567       3.106	
recC	      4.217       4.004       8.222	      6.311       6.068      12.378	      4.160       3.951       8.111	
recB	      2.566       2.822       5.388	      3.434       3.619       7.053	      2.946       3.330       6.276	
recA	    278.412     276.654     555.067	    337.745     335.313     673.059	    386.354     382.458     768.812	
dcp	     15.023      15.070      30.094	     18.604      18.604      37.209	     12.128      12.276      24.404	
dcm	     14.555      13.652      28.207	     19.369      18.882      38.251	     12.413      12.201      24.614	
yrfG	      4.108       2.828       6.937	      6.113       5.421      11.534	      4.471       2.981       7.452	
yrfF	      5.769       8.239      14.008	      8.285      11.015      19.300	      4.874       7.050      11.924	
nagE	     16.059      16.206      32.265	     19.672      19.819      39.490	     13.875      13.901      27.776	
yrfE	     28.633      27.430      56.063	     39.903      37.293      77.196	     28.654      27.302      55.956	
dcd	     16.948      17.195      34.143	     20.149      20.078      40.227	     17.601      16.647      34.248	
nagD	     10.747      10.429      21.175	     14.157      13.831      27.988	      7.171       7.573      14.743	
yrfD	      0.430       0.491       0.921	      0.946       0.841       1.787	      0.388       0.453       0.841	
nagC	      6.157       8.157      14.314	      8.194      10.847      19.040	      4.959       6.241      11.200	
yrfC	      0.355       0.266       0.621	      0.607       0.759       1.367	      0.374       0.280       0.654	
leuS	     26.305      24.636      50.941	     40.685      38.145      78.829	     23.424      21.783      45.207	
nagB	     21.580      19.548      41.127	     25.082      21.294      46.377	     15.939      14.238      30.177	
yrfB	      0.101       0.101       0.202	      0.000       0.260       0.260	      0.213       0.213       0.426	
nagA	      7.255       7.462      14.717	     10.472      12.070      22.542	      6.859       7.296      14.156	
yrfA	      1.548       0.119       1.668	      0.612       0.000       0.612	      1.004       0.126       1.130	
leuO	      2.027       2.280       4.307	      2.820       3.167       5.988	      3.257       3.845       7.102	
leuL	      6.604       0.000       6.604	      8.954       0.943       9.897	      9.280       0.000       9.280	
ccmH	      0.505       0.367       0.871	      0.275       0.314       0.589	      0.338       0.097       0.435	
ddlB	      8.474       7.798      16.273	     11.530      10.328      21.859	      8.712       7.123      15.834	
ddlA	     10.626       5.991      16.617	     15.951       7.901      23.852	      9.539       4.332      13.871	
ccmF	      0.050       0.050       0.099	      0.191       0.170       0.361	      0.078       0.052       0.131	
ccmE	      0.200       0.499       0.698	      0.085       0.256       0.342	      0.105       0.526       0.631	
ccmD	      0.674       0.450       1.124	      0.577       0.385       0.962	      0.948       1.185       2.132	
ccmC	      0.385       0.256       0.641	      0.220       0.220       0.439	      0.540       0.405       0.946	
ccmB	      0.073       0.073       0.145	      0.186       0.186       0.373	      0.382       0.306       0.688	
ccmA	      0.232       0.852       1.085	      0.199       0.663       0.863	      0.408       0.653       1.062	
leuD	      1.580       1.422       3.003	      1.894       1.556       3.451	      2.415       1.832       4.247	
leuC	      1.025       1.094       2.119	      1.200       1.112       2.312	      0.828       0.828       1.657	
leuB	      1.535       1.447       2.982	      2.103       2.140       4.243	      1.248       1.479       2.726	
leuA	      2.132       2.345       4.478	      3.208       3.365       6.573	      3.050       3.563       6.613	
pipD	     45.472      41.889      87.361	     59.690      54.948     114.638	     32.989      30.552      63.541	
pipB	     56.081      55.098     111.179	     58.320      57.946     116.266	     36.522      36.867      73.389	
pipA	      2.742       2.953       5.695	      3.673       4.034       7.707	      2.668       2.964       5.632	
exoX	     15.070      12.878      27.949	     21.938      18.595      40.533	     16.460      13.283      29.743	
kduI	      1.487       1.430       2.918	      1.959       1.862       3.821	      0.723       0.723       1.447	
dam	      3.604       2.345       5.950	      5.193       4.066       9.259	      4.281       3.195       7.476	
kduD	      1.885       1.697       3.582	      2.906       2.798       5.704	      2.980       2.781       5.761	
yrdD	     35.008      63.755      98.763	     46.741      72.641     119.382	     35.779      58.176      93.954	
yrdC	     25.821      30.501      56.322	     35.206      39.070      74.276	     26.684      30.383      57.067	
yrdB	     10.207      17.260      27.467	     17.323      24.951      42.273	      8.802      12.909      21.710	
yrdA	     11.043      11.129      22.173	     14.406      12.633      27.039	     11.547      11.365      22.913	
yejM	      4.051       5.030       9.082	      6.380       7.381      13.760	      2.866       3.954       6.820	
yejL	     16.171      25.201      41.372	     17.804      23.738      41.542	     12.837      22.354      35.191	
yejK	      8.075       8.455      16.531	      9.762      10.128      19.891	      9.962       9.962      19.925	
nadR	      7.495       7.689      15.184	      8.247       8.713      16.959	      6.998       7.367      14.365	
yejH	      4.486       4.079       8.565	      5.984       5.448      11.432	      3.754       3.238       6.992	
yejG	    116.167     119.498     235.665	    142.378     143.448     285.826	    116.575     119.939     236.514	
yejF	     11.142       6.655      17.798	     12.997       7.633      20.630	     12.504       8.030      20.534	
yejE	      3.267       3.407       6.674	      4.196       4.995       9.191	      3.443       3.787       7.230	
yejD	      6.604       5.297      11.902	      7.835       6.303      14.139	      4.858       3.698       8.555	
yejB	      5.466       5.597      11.063	      8.425       8.425      16.850	      4.608       4.009       8.618	
yejA	      3.791       3.632       7.424	      4.541       4.200       8.741	      2.543       2.515       5.057	
cpdB	     11.478      12.488      23.966	     17.506      18.940      36.446	      8.203       9.241      17.444	
kdtA	      8.655       7.643      16.298	      9.785       7.604      17.389	      6.476       5.173      11.648	
nadE	     55.458      55.747     111.205	     73.388      73.239     146.627	     48.024      48.390      96.414	
cvpA	      6.658       6.365      13.023	     11.152      10.397      21.549	      7.430       6.604      14.034	
nadC	      6.052       6.052      12.105	      9.585       9.540      19.125	      4.967       4.967       9.934	
nadB	      2.154       1.239       3.393	      2.046       0.935       2.981	      2.270       1.555       3.824	
nadA	      1.559       1.514       3.073	      1.728       1.610       3.338	      1.982       1.885       3.867	
yeiR	      8.005       7.811      15.815	      8.807       8.516      17.323	      6.595       6.033      12.628	
yeiP	      4.680       4.095       8.774	      6.655       6.082      12.737	      5.108       5.108      10.216	
yeiO	      1.094       0.689       1.782	      1.318       1.283       2.602	      2.135       1.793       3.928	
yeiH	      4.515       4.925       9.440	      5.740       6.560      12.301	      6.055       7.161      13.216	
yeiG	     59.769      58.765     118.534	     80.618      79.185     159.803	     47.580      46.345      93.926	
yeiE	      8.535       8.313      16.848	      9.159       8.779      17.938	      9.345       9.170      18.514	
yeiB	      1.843       3.770       5.614	      2.762       4.699       7.461	      1.678       3.841       5.519	
