#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
cds685	      1.422       1.896       3.319	      1.489       0.947       2.436	      1.499       1.665       3.164	
cds684	      1.368       1.482       2.850	      2.441       2.636       5.076	      2.283       2.523       4.806	
cds683	      1.451       0.967       2.418	      0.414       0.414       0.828	      1.529       1.529       3.058	
cds1478	      3.707       1.493       5.200	      5.114       2.381       7.495	      4.070       2.387       6.457	
folK	      0.798       0.698       1.496	      1.110       1.110       2.221	      1.577       0.946       2.523	
cds682	      0.484       0.242       0.725	      0.828       1.657       2.485	      1.019       1.019       2.039	
cds2561	      0.614       0.737       1.351	      0.631       0.894       1.524	      0.906       0.970       1.876	
cds1477	      3.700       3.224       6.923	      3.304       2.625       5.929	      3.286       3.008       6.294	
cds681	      0.620       0.775       1.395	      0.796       0.796       1.592	      0.980       1.388       2.368	
cds1476	     17.832      18.217      36.049	     21.726      21.773      43.500	     16.589      16.415      33.003	
cds680	      6.258       4.605      10.863	      7.376       5.027      12.403	      6.558       4.742      11.300	
cds1475	     18.509      17.235      35.744	     19.869      18.147      38.016	     17.457      14.912      32.369	
cds1474	     11.910       8.912      20.822	     12.002       9.297      21.299	     11.527       8.965      20.492	
cds1473	     30.911      28.487      59.398	     33.390      28.719      62.109	     24.273      27.041      51.314	
cds1472	     37.709      35.092      72.800	     39.077      35.005      74.081	     35.739      33.525      69.264	
folE	     20.112      20.899      41.011	     19.796      20.838      40.634	     19.762      21.196      40.958	
cds1471	      0.562       0.337       0.899	      0.962       0.529       1.492	      0.533       0.296       0.829	
folD	     12.923      11.266      24.190	     14.850      12.958      27.808	     14.376      13.329      27.705	
prsA	      8.182      10.051      18.234	     11.462      12.889      24.350	      7.825       8.570      16.395	
cds1470	      0.283       0.226       0.509	      0.485       0.242       0.727	      0.298       0.298       0.596	
folC	      7.018       5.358      12.376	      7.722       5.267      12.989	      6.919       4.096      11.015	
folB	      1.055       0.660       1.715	      1.355       1.242       2.598	      1.946       1.390       3.336	
yhbV	      0.436       0.436       0.872	      0.886       0.653       1.539	      0.459       0.344       0.804	
folA	     10.375      12.170      22.545	     14.692      16.657      31.349	     11.144      13.141      24.285	
cds3648	      1.464       3.075       4.539	      1.630       4.012       5.642	      2.083       3.009       5.093	
cds3647	      0.779       0.779       1.557	      0.917       1.417       2.333	      1.333       1.949       3.282	
cds3646	     17.835      13.916      31.751	     25.292      20.136      45.428	     19.694      15.863      35.557	
cds3644	     24.081      21.169      45.250	     25.800      21.772      47.572	     24.080      21.306      45.386	
cds3643	      6.251       6.650      12.902	      7.346       7.745      15.091	      6.378       7.079      13.457	
cds679	     82.215     118.960     201.175	     90.558     133.822     224.380	     65.831      92.938     158.768	
cds2558	      0.591       0.633       1.225	      0.904       0.868       1.772	      0.756       0.801       1.557	
cds678	    114.861     101.750     216.611	    136.063     136.063     272.126	     85.605      80.049     165.654	
cds3641	      3.825       3.734       7.559	      4.745       4.539       9.283	      4.951       4.792       9.743	
cds2557	      0.898       1.430       2.328	      1.310       2.164       3.474	      0.806       1.367       2.173	
cds677	      3.274       1.228       4.502	      2.804       2.453       5.257	      3.450       0.863       4.313	
cds3640	      3.755       1.878       5.633	      3.560       1.838       5.398	      5.795       4.099       9.895	
cds675	      5.082       4.254       9.336	      7.027       5.963      12.990	      4.681       3.927       8.609	
cds674	      4.621       5.574      10.196	      6.079       7.140      13.219	      3.565       3.816       7.381	
cds2553	     25.201       8.820      34.022	     33.809       8.992      42.800	     22.133       6.197      28.330	
cds1469	      0.507       0.483       0.990	      0.517       0.517       1.034	      0.585       0.484       1.069	
cds673	      4.659       3.767       8.427	      5.391       4.457       9.847	      5.851       4.910      10.761	
cds1468	      0.976       0.919       1.895	      1.622       1.082       2.704	      1.210       1.271       2.481	
cds672	     11.153       9.807      20.961	     13.448      11.801      25.249	     12.227      11.281      23.508	
cds1467	      1.716       1.287       3.003	      2.351       2.572       4.923	      1.990       2.170       4.160	
cds1466	      4.237       4.944       9.181	      3.266       3.024       6.289	      1.935       3.275       5.210	
cds670	      2.640       3.120       5.760	      3.083       3.905       6.988	      5.502       6.071      11.572	
cds1465	      2.858       2.021       4.879	      2.686       1.970       4.655	      3.085       2.277       5.362	
cds1464	      3.573       2.541       6.114	      2.788       1.972       4.760	      2.845       2.176       5.021	
cds1463	     12.342      12.388      24.730	     12.714      12.833      25.547	     10.464      10.464      20.928	
cds1462	    326.727     106.280     433.007	    297.144      84.898     382.042	    288.921      87.270     376.191	
mdh	    760.510     905.177    1665.687	   1055.267    1250.627    2305.894	    485.114     572.765    1057.879	
cds1461	    240.018     184.307     424.325	    262.880     212.147     475.027	    205.415     153.409     358.824	
gcpE	     19.384      20.411      39.795	     26.712      28.837      55.549	     15.603      16.821      32.424	
cds3635	      1.905       2.091       3.996	      2.447       2.427       4.874	      2.816       2.791       5.607	
cds1458	     29.375      29.120      58.495	     32.787      32.642      65.429	     26.842      26.126      52.967	
cds2541	     17.631      36.933      54.564	     28.924      55.782      84.706	     22.297      37.944      60.242	
cds1457	      1.244       1.410       2.653	      1.384       1.739       3.124	      1.617       1.704       3.320	
cds661	      5.320       3.697       9.017	      5.174       3.552       8.725	      4.562       3.421       7.983	
cds2540	     76.213      25.936     102.149	    115.147      40.319     155.466	     72.750      23.128      95.878	
cds1456	     10.073       9.635      19.708	     11.876      10.834      22.709	      8.513       7.641      16.154	
cds1455	      7.162       7.827      14.989	      9.462      10.557      20.019	      6.146       7.709      13.856	
cds1454	      1.136       1.105       2.241	      1.209       1.288       2.497	      1.553       1.197       2.750	
cds1453	     24.859      12.006      36.865	     30.842      16.933      47.775	     23.073      12.504      35.577	
cds1452	    310.190     299.293     609.483	    348.659     337.442     686.100	    241.290     231.082     472.372	
cds1450	      2.703       2.662       5.366	      3.780       3.745       7.526	      2.505       2.462       4.967	
prpR	      5.271       5.271      10.542	      7.666       7.565      15.231	      4.252       4.345       8.597	
cds3625	     27.227      27.227      54.455	     29.948      40.198      70.146	     28.694      31.415      60.109	
fur	     52.216      64.160     116.377	     67.613      84.357     151.970	     39.657      50.796      90.453	
cds3623	      9.227       9.227      18.455	     12.600      13.454      26.053	      9.987       9.987      19.975	
cds2539	     37.907       8.379      46.286	     68.678      13.667      82.346	     37.847       8.831      46.678	
motB	     33.518      33.724      67.241	     39.988      39.591      79.579	     54.640      54.260     108.901	
cds2538	      5.985       1.596       7.581	      8.200       3.075      11.276	      4.205       2.103       6.308	
motA	     25.397      22.216      47.613	     29.736      25.165      54.900	     37.222      30.118      67.340	
cds3621	    118.255     869.864     988.119	    104.058     808.547     912.606	    107.423     793.633     901.056	
cds2537	     30.148      24.828      54.976	     33.988      26.105      60.093	     29.459      23.674      53.132	
cds2536	      8.430      15.286      23.716	     12.994      20.405      33.398	     10.779      16.465      27.245	
tcfD	     14.941      14.232      29.173	     16.553      15.376      31.928	     13.643      12.943      26.586	
cds656	    109.066       6.650     115.716	    101.746       9.112     110.857	    118.680       3.271     121.950	
tcfB	      1.247       0.998       2.244	      2.705       2.634       5.339	      2.103       2.190       4.293	
cds2533	      1.676       1.607       3.283	      1.256       1.376       2.632	      1.693       1.877       3.570	
tcfA	      3.435       3.704       7.139	      5.651       5.709      11.361	      6.459       6.813      13.272	
cds1449	     15.347      15.961      31.308	     23.129      21.815      44.945	     13.262       8.734      21.996	
pldB	      4.520       3.578       8.098	      5.120       4.112       9.233	      3.821       2.977       6.798	
pldA	     19.043      19.263      38.306	     20.077      20.030      40.107	     15.777      16.009      31.785	
cds1446	      3.741       3.242       6.983	      5.125       3.417       8.542	      1.840       2.628       4.468	
cds1445	      2.956       3.399       6.355	      5.568       4.556      10.124	      3.738       2.180       5.918	
prpE	      2.106       2.258       4.364	      2.868       3.411       6.280	      1.391       1.498       2.888	
cds1444	      4.256       3.192       7.448	      5.011       5.102      10.114	      3.476       3.925       7.401	
prpD	      4.452       4.947       9.398	      6.947       7.116      14.063	      1.946       2.120       4.066	
prpC	      9.536       9.781      19.317	     13.772      14.123      27.895	      5.089       5.219      10.308	
prpB	      5.500       4.529      10.029	      9.189       7.619      16.807	      3.125       3.012       6.137	
cds1441	     12.195       9.983      22.178	     14.589      11.517      26.106	     10.143       9.135      19.278	
cds1440	     11.705      18.562      30.266	     13.971      21.058      35.029	     10.342      13.457      23.798	
proY	      4.785       6.077      10.862	      7.596       8.793      16.389	      4.932       5.558      10.490	
proX	      0.769       0.673       1.442	      1.112       1.112       2.223	      1.064       1.064       2.128	
proW	      1.978       3.057       5.036	      2.502       3.580       6.083	      3.269       4.359       7.629	
proS	      7.103       7.270      14.373	     10.924      11.163      22.087	      5.989       6.165      12.153	
sulA	     79.335      59.900     139.235	     97.681      76.376     174.058	    100.331      78.662     178.992	
cds3614	      5.320       5.107      10.428	      6.487       6.232      12.720	      5.024       4.889       9.913	
proP	      9.143       8.729      17.872	     11.403      11.239      22.642	     15.176      15.176      30.351	
cds3613	      3.515       3.373       6.888	      4.678       4.108       8.786	      4.205       4.105       8.310	
cds2529	      1.333       1.212       2.546	      2.145       2.214       4.360	      2.300       2.300       4.599	
cds3612	      0.725       5.441       6.167	      1.242       8.387       9.629	      0.382       4.587       4.970	
cds645	      1.451       3.386       4.837	      2.278       2.899       5.177	      1.529       1.274       2.803	
cds1439	     93.141      54.988     148.129	    128.061      79.851     207.912	     72.583      39.632     112.215	
map	     21.683      20.056      41.739	     29.243      25.736      54.979	     17.709      15.742      33.451	
cds643	      2.767       3.008       5.775	      2.919       3.331       6.250	      3.127       3.297       6.424	
cds2522	      0.000       3.787       3.787	      0.000       7.181       7.181	      0.000       4.847       4.847	
cds1438	      2.501       2.655       5.156	      2.908       2.882       5.789	      2.050       2.115       4.165	
cds642	      1.782       1.633       3.415	      2.606       3.051       5.658	      2.347       2.895       5.242	
cds2521	      5.099       5.099      10.197	      6.359       6.074      12.433	      5.023       5.140      10.163	
cds1437	      0.984       0.984       1.969	      1.686       2.168       3.853	      1.927       2.001       3.927	
cds641	      4.297       4.775       9.072	      5.958       5.549      11.506	      4.025       4.385       8.410	
cds2520	      7.907       7.614      15.522	      6.896       6.395      13.291	      7.407       7.562      14.969	
cds640	      4.382       4.428       8.811	      4.780       4.661       9.441	      3.160       3.160       6.320	
cds1436	      1.177       1.439       2.617	      1.512       1.456       2.969	      1.172       1.448       2.620	
cds1435	      0.887       1.330       2.217	      1.329       1.519       2.847	      1.090       0.934       2.025	
smp	      3.638       3.489       7.127	      6.993       5.785      12.777	      3.834       3.208       7.041	
cds1434	      2.199       2.011       4.210	      2.475       2.152       4.628	      1.258       1.258       2.516	
proC	     28.197      26.779      54.976	     34.928      33.207      68.134	     23.736      22.490      46.226	
cds1433	     19.292      15.961      35.253	     19.729      14.143      33.871	     15.212      13.164      28.376	
proB	      5.031       4.511       9.542	      7.131       6.685      13.816	      5.211       4.937      10.147	
cds1432	      1.174       1.079       2.253	      1.005       0.951       1.956	      0.803       0.836       1.639	
proA	      2.258       2.641       4.899	      2.819       3.146       5.965	      1.856       2.501       4.356	
cds1431	      3.622       3.887       7.509	      4.362       4.388       8.750	      3.321       3.321       6.641	
cds1430	      0.665       0.333       0.998	      0.854       0.783       1.637	      0.964       0.788       1.752	
smg	    145.062     182.034     327.096	    162.019     208.643     370.662	    129.882     167.143     297.024	
fsr	      2.902       2.863       5.765	      3.291       3.190       6.481	      2.521       2.273       4.794	
cds3603	      5.516       7.276      12.792	      7.437       9.246      16.682	      8.039      10.760      18.800	
cds639	      1.268       0.705       1.973	      1.267       0.754       2.021	      0.780       0.408       1.188	
cds2518	    100.340      95.233     195.573	    128.473     120.273     248.746	     91.617      86.683     178.300	
cds638	      5.057       2.792       7.849	      7.984       4.240      12.224	      5.940       3.941       9.881	
cds3601	     29.794      25.892      55.685	     36.598      31.207      67.805	     26.539      23.456      49.995	
cds3600	     88.376      97.735     186.111	    101.746     117.691     219.437	    125.740     135.708     261.448	
cds2516	     22.801      30.022      52.823	     38.724      27.986      66.710	     27.234      19.224      46.457	
cds2515	     21.402      26.480      47.882	     20.579      26.558      47.137	     20.166      20.739      40.905	
cds2514	     31.443      14.365      45.808	     34.715      15.307      50.022	     20.689       7.233      27.922	
cds2513	      3.915       1.205       5.120	      7.220       1.547       8.768	      9.839       2.222      12.060	
cds633	     10.121      14.014      24.136	      9.500      15.501      25.001	      6.359      10.051      16.410	
cds1429	      1.274       1.035       2.309	      1.227       1.057       2.284	      1.930       1.594       3.524	
slt	      2.694       2.618       5.312	      3.917       3.700       7.617	      2.464       2.411       4.875	
cds632	      5.937       5.552      11.489	      6.438       6.338      12.776	      5.038       4.754       9.792	
cds1427	      2.358       1.572       3.930	      4.090       2.951       7.041	      1.975       1.848       3.823	
cds1426	      0.605       1.589       2.194	      1.555       1.943       3.498	      1.196       1.355       2.551	
cds1425	      2.514       1.858       4.373	      3.183       2.808       5.991	      1.959       1.383       3.341	
cydD	      5.609       5.067      10.677	      7.518       6.961      14.479	      4.369       4.027       8.396	
cds1424	      2.314       2.967       5.281	      2.642       3.709       6.351	      1.501       1.813       3.314	
cydC	      2.975       3.337       6.312	      3.834       4.762       8.596	      2.549       2.813       5.363	
cds1423	      3.025       3.097       6.122	      4.088       4.306       8.394	      2.189       2.496       4.685	
cydB	      7.350       6.720      14.071	      9.747       8.812      18.559	      5.533       5.577      11.111	
cds1422	      3.905       3.056       6.962	      5.234       5.234      10.469	      3.579       2.505       6.084	
cydA	      9.674       9.735      19.409	     13.275      13.563      26.838	      7.783       7.751      15.534	
cds1421	      2.739       2.482       5.220	      3.957       3.481       7.438	      2.976       2.751       5.727	
tviE	     49.316      49.977      99.293	     65.480      66.873     132.354	     40.265      42.531      82.796	
tviD	     70.423      80.418     150.841	     97.347     110.899     208.246	     56.163      62.795     118.958	
tviC	    115.567     100.933     216.500	    162.520     145.171     307.691	     85.550      75.910     161.460	
tviB	    154.925     176.243     331.168	    239.692     271.037     510.729	    116.205     132.394     248.599	
tviA	    701.034     666.807    1367.842	   1066.964    1019.963    2086.927	    544.992     532.096    1077.087	
fusA	     35.091      28.865      63.956	     44.453      36.679      81.132	     35.407      30.922      66.329	
maA	     14.746      27.237      41.984	     16.193      32.460      48.653	     14.444      31.813      46.257	
frr	     45.480      46.166      91.646	     58.931      60.842     119.773	     39.972      41.419      81.391	
cds2508	     18.823      17.416      36.239	     27.709      24.967      52.675	     16.054      14.878      30.932	
cds2507	      1.707       1.770       3.477	      3.194       3.356       6.549	      3.364       3.597       6.961	
cds2506	      1.219       1.330       2.549	      2.088       1.708       3.796	      1.752       1.285       3.037	
cds2505	      1.892       1.596       3.488	      2.582       2.278       4.859	      1.433       1.308       2.741	
cds625	     33.027       5.893      38.920	     47.836       9.777      57.613	     31.183       8.410      39.593	
cds2504	      2.394       0.000       2.394	      3.759       0.000       3.759	      1.682       0.421       2.103	
cds623	      1.887       1.887       3.775	      1.801       1.985       3.786	      2.103       2.103       4.205	
cds1419	      6.199       1.757       7.956	      8.067       2.173      10.240	      5.555       1.286       6.841	
cds1416	     24.406      23.548      47.954	     29.418      28.499      57.918	     18.329      16.972      35.301	
cds1415	      1.314       0.773       2.087	      2.316       1.092       3.409	      1.873       1.100       2.973	
cds1414	      4.102       2.853       6.955	      5.879       5.268      11.148	      4.417       3.665       8.081	
cds1413	      2.510       1.852       4.362	      4.570       3.276       7.846	      2.363       2.080       4.443	
cds1412	     22.387      96.387     118.773	     37.097     160.991     198.088	     10.923      63.569      74.492	
cycA	     11.698      12.482      24.180	     17.902      19.187      37.089	     10.387      10.998      21.385	
prmA	      1.737       1.900       3.637	      2.371       2.882       5.253	      1.430       1.888       3.318	
tinR	      4.725       5.040       9.765	      4.136       6.834      10.970	      4.205       6.418      10.624	
cds613	      2.013       1.582       3.595	      2.339       2.155       4.494	      1.667       1.288       2.955	
cds1409	      3.109      20.106      23.216	      3.550      21.832      25.382	      2.185      14.199      16.384	
cds612	      2.336       0.000       2.336	      3.000       0.333       3.333	      2.462       0.000       2.462	
cds611	      1.655       1.419       3.074	      2.329       2.126       4.455	      1.495       0.997       2.492	
cds1407	      3.192       3.259       6.452	      4.633       4.633       9.265	      2.868       2.868       5.737	
sbcD	      2.030       2.070       4.100	      2.249       2.249       4.499	      1.636       2.139       3.775	
cds1406	      2.417       2.351       4.768	      2.921       2.836       5.756	      1.815       1.780       3.594	
sbcC	      0.939       0.970       1.909	      0.962       1.015       1.977	      0.925       0.941       1.865	
sbcB	      8.834      10.473      19.307	     10.229      12.263      22.492	      7.053       8.534      15.587	
cybC	     73.741      93.785     167.527	     93.341     113.789     207.129	     52.679      65.066     117.745	
prlC	     33.773      33.328      67.101	     44.454      43.731      88.185	     29.245      28.825      58.070	
cds1402	     18.621      14.119      32.740	     22.604      16.296      38.899	     16.174      10.351      26.525	
prlA	     96.556      84.837     181.392	    122.514     102.197     224.711	    117.253     108.274     225.527	
cds1401	     13.194       7.023      20.217	     14.487       7.563      22.050	     10.429       6.616      17.045	
cds1400	      8.816       6.310      15.126	     10.807       7.867      18.673	      8.508       5.868      14.376	
radC	      4.961       0.791       5.752	      8.804       1.539      10.343	      5.910       1.667       7.577	
radA	      3.739       4.501       8.240	      5.722       6.611      12.333	      4.451       5.327       9.779	
cyaY	     15.961      15.812      31.772	     18.649      16.988      35.637	     18.707      16.664      35.371	
suhB	      3.871       3.692       7.564	      6.069       5.814      11.882	      4.896       4.958       9.854	
fpr	     37.562      35.383      72.945	     39.904      38.093      77.997	     37.357      36.073      73.430	
cds608	      8.113       8.313      16.426	      8.770       9.453      18.223	      7.219       8.060      15.279	
cds607	     15.042      18.718      33.760	     21.968      26.047      48.015	     19.287      23.162      42.448	
cds600	     19.830      15.477      35.307	     20.708      16.981      37.689	     13.253      14.272      27.525	
prkB	      5.999       6.825      12.824	     10.086      10.557      20.642	      7.366       8.120      15.487	
cyaA	     18.762      23.236      41.998	     23.616      29.766      53.382	     15.315      20.149      35.464	
sugE	     11.594      10.992      22.586	     13.667      12.507      26.174	      8.093       7.617      15.710	
dsrB	     17.412      11.124      28.536	     20.915      10.561      31.476	     15.037      10.704      25.741	
pepT	      7.552       7.202      14.754	      8.534       8.500      17.034	      5.621       5.580      11.200	
focA	     33.428      28.127      61.555	     41.241      34.312      75.553	     26.349      21.349      47.698	
pepQ	     23.294      22.360      45.654	     39.063      37.708      76.771	     18.563      18.185      36.748	
sufI	      4.541       5.354       9.895	      6.210       6.587      12.797	      4.964       5.214      10.178	
pepP	     23.341      28.177      51.518	     27.428      32.939      60.367	     22.836      27.319      50.156	
pepN	     17.555      17.573      35.128	     23.223      23.145      46.369	     14.735      14.812      29.547	
miaE	      4.444       6.134      10.578	      3.805       5.574       9.380	      4.024       6.135      10.158	
endA	      1.217       1.353       2.570	      1.506       1.564       3.069	      1.354       1.140       2.495	
miaB	      7.670       7.409      15.080	      9.866       9.503      19.369	      6.604       6.432      13.037	
miaA	     55.737      52.061     107.798	     73.122      69.587     142.709	     45.580      42.450      88.030	
fnr	    151.176     146.478     297.654	    170.455     165.091     335.546	    140.659     137.803     278.462	
pepE	      3.817       3.470       7.286	      5.229       4.932      10.161	      4.900       4.681       9.581	
pepD	     72.054      71.364     143.417	     97.274      95.587     192.861	     50.116      49.147      99.263	
fhuD	      1.182       1.182       2.365	      1.519       1.381       2.899	      0.680       0.736       1.416	
fhuC	      0.120       0.180       0.300	      0.103       0.206       0.308	      0.316       0.379       0.696	
yneB	      7.926       8.254      16.179	     10.251      11.233      21.484	      6.970       6.452      13.422	
fhuB	      0.884       0.605       1.489	      1.156       0.797       1.952	      1.005       0.809       1.814	
priB	     11.553      10.641      22.193	     14.839      14.709      29.547	     10.733      12.175      22.908	
priA	      1.786       1.851       3.636	      2.573       2.443       5.016	      2.226       2.318       4.544	
fmt	     33.487      42.933      76.420	     37.153      48.744      85.897	     32.843      42.637      75.480	
fms	     82.996      68.350     151.346	     98.887      85.622     184.509	     89.447      76.287     165.734	
lasT	      5.715       5.785      11.500	     10.385      10.206      20.591	      6.390       5.509      11.899	
fumC	     87.546      90.649     178.195	     95.175      97.745     192.920	     56.033      58.477     114.510	
fumB	      2.413       2.151       4.564	      2.763       2.714       5.477	      3.095       3.003       6.097	
fumA	    149.782     145.043     294.824	    201.002     195.500     396.502	    122.586     120.135     242.721	
yajI	      2.837       2.926       5.764	      3.948       3.796       7.745	      2.430       2.523       4.953	
yajG	     18.938      17.697      36.635	     25.989      24.219      50.208	     14.903      14.380      29.284	
yajF	      5.900       5.268      11.167	      7.713       7.037      14.750	      5.551       4.996      10.548	
yajD	     15.273      11.283      26.555	     17.438      10.840      28.277	     12.181       8.700      20.881	
yajC	     31.778      33.503      65.281	     45.065      44.696      89.761	     26.822      29.550      56.372	
yajB	     14.480       1.399      15.879	     20.712       1.832      22.544	     13.439       2.341      15.780	
prgK	      6.372       4.921      11.292	      6.537       5.348      11.885	      6.383       4.720      11.103	
prgJ	      5.633       4.538      10.171	      5.762       4.422      10.184	      4.453       6.761      11.214	
prgI	      4.532       3.744       8.276	      4.387       4.725       9.112	      7.684       4.776      12.460	
prgH	      2.234       2.924       5.158	      2.087       3.686       5.773	      2.910       4.494       7.405	
yaiW	      2.624       2.405       5.029	      2.921       2.996       5.916	      2.350       2.350       4.701	
sucD	     61.972      80.079     142.051	     95.389     116.267     211.655	     39.964      50.810      90.774	
sucC	     98.145      99.376     197.520	    130.630     135.444     266.074	     62.872      65.813     128.685	
yaiI	      5.565       3.465       9.030	      6.654       4.496      11.150	      3.209       1.881       5.090	
sucB	    143.647     156.281     299.929	    189.037     202.500     391.537	    101.217     109.731     210.948	
sucA	    179.363     184.404     363.766	    244.900     250.958     495.858	    135.736     139.068     274.805	
yaiE	     28.561      23.689      52.251	     29.061      25.464      54.525	     19.123      18.591      37.714	
yaiB	    102.938     138.805     241.744	    136.059     184.279     320.338	     79.379     109.051     188.430	
yaiA	     13.966      17.707      31.672	     16.016      19.860      35.877	      9.724      16.295      26.020	
prfH	     17.284      18.141      35.425	     20.734      21.001      41.735	     26.667      28.226      54.893	
prfC	      1.988       1.807       3.794	      2.811       2.940       5.751	      2.666       2.539       5.205	
prfB	     87.465      16.599     104.064	    125.740      16.948     142.687	     71.993       9.420      81.412	
prfA	      3.183       3.714       6.897	      3.597       4.922       8.518	      2.423       3.075       5.498	
cI	      0.125       0.374       0.499	      0.214       0.000       0.214	      0.000       0.131       0.131	
mutY	      2.546       1.091       3.638	      4.244       2.025       6.269	      3.498       1.773       5.271	
mutT	      0.363       0.484       0.846	      1.760       1.553       3.313	      1.019       0.637       1.657	
cds4084	     30.717      28.007      58.724	     48.738      45.730      94.468	     25.284      23.803      49.087	
mutS	      2.219       2.536       4.755	      3.640       4.167       7.808	      2.220       2.515       4.736	
cds4083	    271.334       0.779     272.112	    329.016       2.667     331.683	    217.028       2.872     219.900	
appB	      0.842       0.758       1.600	      1.190       0.865       2.056	      1.465       1.331       2.796	
mutM	      5.438       4.197       9.636	      6.226       4.505      10.731	      5.918       4.423      10.342	
mutL	      8.844       7.168      16.012	     11.614       9.075      20.689	      7.826       6.440      14.266	
torT	      6.624       3.496      10.119	      9.650       5.593      15.243	      7.901       4.944      12.846	
torS	      1.190       1.103       2.293	      1.379       1.304       2.683	      1.789       1.568       3.357	
fis	      4.837       7.577      12.414	      8.007      13.529      21.536	      5.437       7.476      12.913	
mutH	     12.521      11.420      23.941	     15.906      14.374      30.280	     15.806      14.501      30.306	
sbp	      2.370       2.660       5.030	      2.609       2.692       5.301	      3.364       3.568       6.932	
torD	      2.572       2.118       4.690	      2.721       2.980       5.700	      3.348       2.710       6.059	
fic	      2.065       3.415       5.479	      2.244       3.264       5.508	      2.008       4.435       6.444	
torC	      0.283       0.525       0.808	      0.623       0.692       1.315	      0.767       0.767       1.533	
torA	      0.713       0.619       1.332	      0.883       0.803       1.686	      1.146       1.087       2.234	
cds4076	      5.668       5.221      10.889	      5.333       4.726      10.059	      7.113       6.838      13.952	
cds4075	      0.674       2.698       3.372	      0.962       4.235       5.197	      1.185       4.501       5.686	
yafP	      2.967       3.069       6.036	      2.541       2.804       5.344	      2.157       2.696       4.852	
cds4074	      0.489       0.367       0.856	      0.052       0.052       0.105	      0.322       0.193       0.516	
cds4073	      2.489       0.439       2.929	      2.257       0.251       2.508	      1.698       0.463       2.160	
yafM	      3.251       2.562       5.813	      5.906       5.484      11.389	      4.049       3.115       7.164	
cds4072	      1.330       3.325       4.655	      2.847       2.278       5.125	      1.752       2.103       3.855	
cds4070	      0.725       0.933       1.658	      0.710       1.952       2.662	      0.437       2.403       2.840	
yafK	     17.447      12.536      29.983	     17.651      12.948      30.599	     12.599      10.147      22.745	
yafJ	     23.255      22.819      46.074	     26.427      26.908      53.335	     15.769      16.229      31.999	
yafE	      9.005      10.061      19.066	     10.530      11.221      21.751	      8.705       9.621      18.326	
yafD	     32.229      30.878      63.107	     34.589      33.485      68.074	     27.690      26.525      54.215	
yafC	      5.076       4.029       9.106	      6.632       5.288      11.920	      4.743       4.136       8.879	
yafB	      8.993       7.802      16.795	      9.282       8.160      17.441	      6.841       6.402      13.243	
yafA	     21.999      18.615      40.614	     24.568      20.616      45.185	     22.657      20.023      42.680	
cds4069	      7.609      10.526      18.135	      8.891      12.933      21.824	      7.627      10.732      18.358	
yaeT	     26.006      25.331      51.337	     32.077      31.958      64.036	     31.361      30.943      62.304	
cds4068	      0.859       1.026       1.885	      1.273       1.345       2.619	      1.236       1.214       2.450	
cds4067	      7.505       7.928      15.432	      9.685      11.857      21.542	      9.246       9.691      18.937	
cds4066	     35.740      87.833     123.574	     39.744     101.708     141.453	     47.263     118.571     165.834	
yaeQ	     12.278       9.822      22.100	     15.770      11.414      27.184	     12.384       9.242      21.627	
cds4065	    136.807     162.540     299.347	    161.637     200.129     361.766	    184.341     200.647     384.989	
yaeP	    420.228     134.027     554.256	    450.273     137.235     587.508	    328.580      95.625     424.205	
cds4064	      4.203       4.533       8.736	      5.257       5.580      10.837	      5.623       5.524      11.147	
cds4063	      1.024       1.024       2.048	      1.908       1.831       3.739	      1.333       1.333       2.666	
cds4062	      0.665       0.538       1.203	      0.732       0.569       1.302	      0.367       0.434       0.801	
cds4061	      1.520       1.267       2.787	      1.952       3.037       4.990	      1.335       2.937       4.272	
yaeL	     27.498      26.365      53.863	     33.365      31.426      64.791	     36.812      35.917      72.728	
yaeJ	     15.395      13.810      29.205	     23.070      16.672      39.742	     19.087      14.435      33.522	
yaeH	     57.533      54.935     112.468	     79.885      76.389     156.274	     42.247      40.552      82.800	
yaeG	      9.593       8.849      18.442	     12.251      11.260      23.511	     11.199      10.458      21.658	
murI	     10.946      10.396      21.342	     17.699      16.705      34.404	      9.023       8.249      17.272	
yaeE	      9.292       3.372      12.664	     13.539       4.812      18.351	      8.371       3.633      12.004	
yaeD	     15.961      14.779      30.739	     21.116      20.248      41.364	     17.711      16.732      34.442	
murG	      3.049       3.318       6.366	      4.453       4.761       9.214	      2.221       2.410       4.630	
yaeC	     32.215      33.799      66.014	     42.359      44.318      86.677	     23.809      25.478      49.287	
murF	      4.827       4.439       9.266	      7.271       6.577      13.848	      3.602       3.453       7.055	
yaeB	      3.179       7.913      11.091	      3.706      11.177      14.884	      2.566       6.486       9.052	
murE	      3.797       3.379       7.176	      4.795       4.023       8.818	      2.510       2.170       4.680	
