#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
flhA	      0.923       0.799       1.722	      1.112       1.099       2.211	      1.394       1.334       2.728	
wcaC	      1.214       1.044       2.258	      0.851       0.851       1.701	      0.776       0.673       1.449	
wcaB	      0.743       1.008       1.751	      0.435       0.706       1.141	      0.773       0.838       1.611	
wcaA	      0.954       0.862       1.816	      1.134       1.261       2.395	      1.533       1.420       2.953	
cds3309	      8.325      17.117      25.443	      9.333      20.173      29.506	      8.586      17.085      25.671	
cds3308	     11.400      19.262      30.663	     10.734      19.723      30.457	     11.299      14.960      26.259	
cds3305	      2.280       2.247       4.527	      2.439       2.439       4.877	      1.436       1.457       2.893	
cds3304	      2.013       1.665       3.678	      3.333       2.977       6.311	      1.087       0.966       2.052	
exbD	     12.851      19.489      32.340	     16.588      24.508      41.096	     12.945      17.901      30.845	
cds3302	      8.090       8.217      16.308	     10.621      10.777      21.398	      7.208       7.239      14.446	
exbB	     21.674      19.203      40.877	     31.626      28.843      60.469	     20.322      17.706      38.028	
cds338	      2.719       2.695       5.414	      3.552       3.384       6.935	      3.359       3.117       6.476	
cds337	      5.828       2.444       8.272	      9.433       4.813      14.246	      4.567       2.740       7.307	
cds3300	     16.825      11.086      27.911	     22.702      18.918      41.620	     16.710      12.223      28.933	
cds336	     73.064     140.064     213.128	     70.028     165.096     235.125	     65.075     115.179     180.254	
flgN	     16.622      32.263      48.885	     17.145      34.228      51.374	     20.039      39.706      59.745	
cds335	      3.796       3.267       7.063	      3.788       3.493       7.281	      3.268       3.209       6.477	
flgM	     47.037      31.681      78.718	     45.722      31.084      76.807	     52.411      33.440      85.852	
cds334	     29.254      26.058      55.312	     34.228      30.763      64.990	     35.941      30.369      66.311	
cds1129	      2.081       2.027       4.108	      2.878       2.546       5.424	      2.035       2.002       4.037	
flgL	     27.931      32.092      60.022	     33.138      37.120      70.258	     37.655      42.642      80.297	
cds333	     17.297       6.690      23.987	     23.224       7.017      30.242	     29.728       6.144      35.871	
cds1128	      3.829       3.453       7.281	      5.530       4.830      10.360	      3.487       3.155       6.643	
flgK	     21.465      18.827      40.292	     22.858      20.332      43.190	     29.824      26.714      56.538	
cds2211	     21.621      16.810      38.431	     28.171      20.755      48.926	     17.988      13.720      31.708	
flgJ	      0.764       0.600       1.364	      0.531       0.503       1.034	      0.298       0.398       0.696	
cds1126	     26.034      23.984      50.018	     36.882      31.861      68.743	     28.154      24.148      52.302	
cds2210	     20.267      20.397      40.664	     24.327      24.461      48.788	     17.916      17.837      35.752	
flgI	      0.282       0.235       0.517	      0.361       0.361       0.722	      0.343       0.314       0.656	
cds1125	     58.369      52.282     110.651	     58.192      53.842     112.034	     49.591      46.224      95.815	
flgH	      0.445       0.445       0.891	      0.304       0.342       0.646	      0.406       0.406       0.811	
cds1124	     38.314      19.423      57.737	     44.574      23.350      67.924	     36.382      21.183      57.565	
flgG	      0.298       0.265       0.563	      0.271       0.204       0.475	      0.402       0.201       0.604	
cds1123	     12.876      12.604      25.480	     15.328      15.249      30.577	     12.435      12.105      24.540	
flgF	      0.309       0.446       0.755	      0.316       0.422       0.738	      0.250       0.333       0.584	
cds1122	      7.265       7.957      15.221	      7.660       8.457      16.117	      7.563       8.876      16.438	
flgE	      0.621       0.578       1.199	      0.416       0.351       0.767	      0.468       0.442       0.910	
cds1121	      6.617       5.685      12.302	      9.256       7.634      16.890	      9.123       8.557      17.680	
flgD	      0.223       0.334       0.557	      0.342       0.304       0.646	      0.361       0.586       0.947	
flgC	      0.641       0.256       0.897	      0.131       0.131       0.262	      0.934       0.545       1.478	
flgB	      0.995       1.244       2.240	      1.019       1.274       2.293	      0.756       1.360       2.116	
flgA	      2.005       1.808       3.813	      1.449       1.771       3.220	      1.623       2.053       3.676	
seqA	     38.034      35.931      73.965	     55.676      53.083     108.759	     29.944      27.275      57.219	
htpX	    325.315     326.315     651.631	    358.310     362.286     720.596	    306.359     307.752     614.111	
kdgT	      0.598       0.544       1.142	      0.947       0.863       1.810	      0.793       0.628       1.420	
amyA	      1.468       1.380       2.848	      2.236       2.290       4.526	      1.549       1.507       3.056	
kdgR	      2.606       1.699       4.305	      2.436       1.276       3.712	      2.064       1.284       3.348	
kdgK	      9.011       8.007      17.018	      9.427       8.113      17.539	      8.810       6.912      15.722	
crr	    147.989     210.054     358.044	    170.960     252.481     423.442	    131.914     184.001     315.915	
cds2209	      0.899       0.744       1.643	      1.492       1.460       2.952	      1.016       0.866       1.882	
crp	    314.908     395.531     710.440	    381.115     490.863     871.978	    249.202     310.831     560.033	
cds2206	     75.258      24.513      99.772	     91.251      28.501     119.752	     68.518      23.512      92.029	
cds326	     12.856       9.466      22.322	     13.044       9.693      22.737	     12.491       9.226      21.717	
cds2205	     24.165      20.745      44.910	     28.592      25.119      53.711	     24.200      20.802      45.001	
htpG	     17.365      16.641      34.006	     25.489      24.048      49.537	     13.175      12.263      25.438	
cds325	     13.351      14.848      28.200	     16.376      18.270      34.646	     14.440      15.895      30.335	
crl	     95.584     102.619     198.203	    116.639     125.891     242.531	     91.712      94.690     186.402	
cds2204	      7.118       5.702      12.820	      9.757       7.484      17.240	      8.319       6.414      14.733	
cds324	     30.853      37.564      68.417	     36.323      43.353      79.676	     33.355      41.240      74.595	
cds2203	      6.719       6.154      12.873	      9.196       9.264      18.460	      6.545       7.231      13.776	
cds323	     51.723      51.389     103.112	     59.549      62.116     121.665	     55.868      55.157     111.025	
cds1117	     39.584      42.969      82.553	     43.997      48.022      92.019	     39.275      44.963      84.237	
cds317	      5.105       5.435      10.540	      4.212       4.212       8.425	      5.215       5.325      10.540	
cds316	      0.512       0.641       1.153	      0.492       0.820       1.312	      0.817       1.011       1.828	
cds315	      3.130       3.995       7.125	      2.994       3.753       6.747	      3.601       4.001       7.603	
cds1109	     20.579      19.124      39.703	     22.884      20.984      43.868	     25.826      24.578      50.404	
cds313	      5.084       5.058      10.142	      6.454       6.438      12.893	      4.502       4.508       9.010	
cds1108	    107.518     115.099     222.616	    126.544     139.226     265.770	     87.272      95.117     182.389	
cds311	      2.676       5.236       7.912	      2.859       7.188      10.047	      2.449       7.207       9.656	
cds1102	     23.145      12.257      35.402	     27.776      15.290      43.066	     25.239      12.620      37.859	
polB	      3.519       3.662       7.181	      4.270       4.529       8.799	      4.274       4.421       8.695	
polA	     23.655      21.654      45.309	     30.150      27.653      57.803	     22.489      20.476      42.965	
cds1101	     31.491      15.981      47.472	     35.133      21.561      56.693	     32.767      16.669      49.436	
cds3999	      3.796       3.425       7.221	      3.712       3.536       7.248	      4.576       4.749       9.325	
cds3998	      1.490       1.331       2.821	      1.608       1.417       3.024	      1.891       1.778       3.668	
cds3997	      2.544       5.031       7.574	      1.736       3.762       5.498	      2.609       4.050       6.659	
cds3996	      5.241       2.621       7.862	      5.277       2.505       7.782	      4.350       2.016       6.366	
cds3995	      0.444       0.310       0.754	      0.863       0.409       1.272	      0.754       0.485       1.239	
cds3994	      8.717       6.061      14.777	     12.133       8.855      20.988	      7.030       5.128      12.158	
cds3993	      2.951      25.335      28.285	      3.542      29.327      32.869	      3.275      25.333      28.607	
cds3992	      0.338       0.197       0.535	      0.317       0.346       0.663	      0.342       0.479       0.821	
cds3991	      0.669       0.621       1.290	      0.538       0.538       1.076	      0.870       0.929       1.799	
cds302	    276.322     241.045     517.367	    349.884     322.116     672.000	    223.639     201.179     424.818	
cds3990	      7.214       9.787      17.001	      9.935      13.823      23.758	      6.251       8.659      14.910	
tyrS	     21.997      23.117      45.114	     30.983      32.400      63.383	     17.325      17.696      35.021	
tyrR	     13.932      14.335      28.267	     15.161      15.126      30.287	     14.979      14.979      29.958	
ykgD	     25.460      21.697      47.157	     29.673      24.702      54.375	     26.167      22.371      48.538	
cds300	     35.657      31.971      67.628	     46.962      42.607      89.570	     37.409      34.438      71.847	
ykgC	      5.126       4.187       9.314	      5.550       4.368       9.917	      5.086       3.969       9.054	
tyrP	      8.199       4.881      13.080	      9.491       5.392      14.883	      9.308       6.630      15.938	
ykgB	      2.497       1.434       3.931	      3.078       1.799       4.878	      2.977       1.854       4.831	
pin	      0.641       0.686       1.327	      0.703       0.515       1.218	      1.000       0.889       1.890	
fldB	     31.661      28.629      60.290	     36.795      35.167      71.962	     32.839      29.881      62.721	
fldA	     78.373      77.298     155.671	    110.367     107.815     218.182	     61.301      60.886     122.187	
tyrB	      5.758       5.367      11.126	      7.854       7.721      15.575	      5.278       5.067      10.345	
tyrA	      5.989       7.330      13.319	      6.772       8.050      14.822	      6.151       7.358      13.509	
cds3989	     18.087      18.108      36.194	     26.907      26.438      53.345	     16.412      15.907      32.319	
cds3988	      1.792       1.740       3.532	      2.417       2.487       4.904	      1.423       1.569       2.992	
cds3987	      1.169       1.247       2.415	      1.915       1.356       3.271	      1.325       1.703       3.028	
cds3986	      1.124       1.015       2.139	      1.318       1.244       2.562	      1.365       1.189       2.554	
cds3985	      0.509       0.536       1.044	      0.576       0.631       1.206	      0.488       0.520       1.008	
cds3984	      0.924       1.849       2.773	      0.879       2.298       3.177	      0.401       1.203       1.604	
cds3983	      5.967       6.369      12.336	      9.130       9.405      18.534	      4.560       5.781      10.341	
cds3982	      2.098       1.959       4.057	      2.466       2.334       4.800	      2.314       2.145       4.459	
cds2898	    110.452     110.700     221.152	    142.023     143.710     285.732	     92.833      92.033     184.866	
cds3981	      1.791       2.595       4.386	      1.834       2.657       4.491	      1.651       1.876       3.526	
cds2897	      1.787       1.999       3.786	      1.869       1.948       3.818	      1.587       1.821       3.408	
cds3980	      3.155       1.753       4.909	      3.171       1.795       4.966	      2.129       1.207       3.336	
cds2896	      1.966       1.455       3.420	      2.294       1.449       3.743	      1.623       1.003       2.626	
cds2895	    108.006      78.694     186.700	    123.637      94.096     217.733	    123.238      88.600     211.839	
cds2894	     14.125      26.244      40.369	     16.730      29.017      45.747	     18.609      32.602      51.210	
cds2890	      1.310       1.235       2.546	      1.763       2.185       3.948	      1.455       1.864       3.319	
srfC	      5.496       3.624       9.119	      5.343       3.451       8.794	      5.560       3.917       9.477	
srfB	      1.227       1.201       2.427	      1.274       1.176       2.450	      1.162       1.057       2.219	
srfA	      1.449       1.384       2.832	      1.483       1.373       2.856	      1.208       1.208       2.416	
cds3979	      0.842       0.824       1.667	      1.150       1.006       2.155	      1.044       0.980       2.024	
cds3978	      3.719       4.094       7.812	      3.778       4.280       8.058	      2.801       3.081       5.882	
cds3977	      4.721       0.833       5.554	      5.078       1.178       6.256	      3.132       0.626       3.758	
cds3976	      0.643       0.071       0.715	      0.732       0.293       1.025	      0.260       0.174       0.434	
pbpC	      1.031       1.087       2.117	      1.629       1.778       3.407	      1.456       1.388       2.844	
cds3975	      0.216       0.541       0.757	      0.332       0.664       0.996	      0.525       0.656       1.182	
cds3974	      0.475       0.760       1.235	      0.681       0.973       1.654	      0.577       0.693       1.270	
pbpA	      3.656       4.024       7.680	      4.791       5.517      10.308	      3.264       3.893       7.157	
cds3973	      1.880       2.222       4.102	      2.100       2.380       4.480	      2.283       2.782       5.065	
cds2889	      3.560       3.639       7.198	      3.915       4.158       8.072	      5.412       5.220      10.632	
corE	      6.093       4.717      10.811	      7.883       6.507      14.390	      5.292       4.337       9.628	
cds3972	      1.253       1.142       2.395	      1.448       1.334       2.782	      1.296       1.206       2.502	
cds2888	      3.678       3.605       7.283	      4.083       4.064       8.147	      4.356       4.555       8.912	
cds3971	      0.319       0.137       0.455	      0.559       0.419       0.979	      0.442       0.498       0.940	
cds2887	      2.244       2.463       4.707	      2.653       2.802       5.455	      2.637       2.881       5.518	
cds3970	      0.518       0.518       1.036	      0.795       0.954       1.750	      0.755       0.755       1.510	
cds2886	      2.556       2.126       4.683	      3.376       2.691       6.067	      2.669       2.133       4.802	
corB	      4.094       4.846       8.941	      6.674       7.764      14.438	      4.846       5.303      10.149	
corA	      6.357       7.694      14.050	      7.235       9.526      16.761	      7.290      10.040      17.329	
cds2885	     39.714      37.609      77.324	     48.297      45.442      93.738	     32.340      29.991      62.331	
cds2884	      0.303       0.196       0.499	      0.475       0.292       0.767	      0.433       0.347       0.780	
cds2883	     15.112      14.600      29.712	     20.061      19.194      39.256	     10.639       9.935      20.574	
cds1799	      3.164       3.243       6.407	      3.240       3.429       6.669	      3.042       3.330       6.373	
cds2882	     13.437      12.170      25.607	     14.076      12.576      26.653	     12.591      11.188      23.779	
cds1798	      0.173       0.484       0.657	      0.248       0.425       0.673	      0.546       0.336       0.882	
cds1797	      0.522       0.373       0.895	      0.763       0.534       1.298	      0.815       0.815       1.630	
pgm	     11.099      13.882      24.981	     16.318      20.123      36.441	      9.102      11.598      20.700	
vsr	      8.593      14.928      23.521	      8.799      14.496      23.295	      7.359      13.381      20.740	
selD	     14.265      15.160      29.424	     18.347      20.154      38.500	     12.496      13.884      26.380	
cds1796	      1.038       0.741       1.779	      1.214       0.860       2.075	      1.140       0.660       1.801	
cds1795	      1.259       1.204       2.463	      1.457       1.345       2.802	      1.994       1.662       3.656	
selB	      3.813       3.967       7.779	      4.808       5.181       9.989	      2.945       3.235       6.180	
pgk	     57.797      62.567     120.364	     74.266      80.771     155.037	     54.522      58.529     113.050	
cds1794	      1.263       2.235       3.498	      2.885       3.383       6.268	      1.062       2.006       3.069	
selA	      4.026       3.877       7.903	      4.657       4.466       9.123	      3.962       3.599       7.561	
cds1793	     24.023       0.961      24.984	     24.598       2.624      27.222	     12.254       1.362      13.616	
pgi	     26.527      26.244      52.771	     34.230      34.166      68.395	     20.931      20.836      41.767	
cds1792	    468.725     210.715     679.440	    648.193     257.082     905.274	    372.226     151.757     523.983	
cds1791	     66.165     301.704     367.870	     84.552     407.826     492.378	     52.835     237.220     290.055	
amtB	      0.645       0.564       1.210	      1.094       0.722       1.816	      0.759       0.612       1.371	
cds1790	    168.644      70.917     239.561	    187.290      77.041     264.332	    210.468      72.213     282.682	
typA	     45.731      47.580      93.312	     56.263      58.419     114.682	     52.691      55.006     107.698	
dppF	      1.893       2.226       4.120	      2.332       1.886       4.218	      2.362       2.175       4.537	
cds3969	      0.705       1.034       1.739	      0.674       0.722       1.396	      0.742       0.913       1.655	
cds3968	      1.015       0.910       1.926	      0.681       0.717       1.398	      1.148       1.191       2.339	
dppD	      1.608       1.529       3.138	      1.755       1.728       3.483	      1.281       1.217       2.498	
cds3967	      1.276       1.673       2.949	      1.394       2.003       3.397	      1.033       1.343       2.376	
dppC	      0.833       0.862       1.695	      0.941       0.765       1.706	      0.489       0.803       1.291	
cds3966	      2.458       1.718       4.176	      2.760       2.032       4.792	      3.094       2.230       5.324	
dppB	      1.145       1.221       2.366	      1.276       1.615       2.891	      1.143       1.267       2.410	
dppA	     28.107      31.480      59.587	     39.866      45.020      84.886	     24.339      27.925      52.264	
putP	      1.479       1.479       2.957	      1.778       1.761       3.539	      1.545       1.545       3.091	
cds2879	     22.832       2.767      25.599	     40.912       4.251      45.162	     23.738       2.521      26.259	
cds999	     76.643      39.216     115.859	     77.255      38.322     115.577	     71.896      32.417     104.313	
cmk	     22.531       8.004      30.535	     26.877      10.059      36.936	     21.146       6.127      27.273	
cds998	      6.392     165.072     171.464	      5.198     149.578     154.776	      4.110     104.581     108.691	
umuD	      8.710       6.733      15.444	      8.729       7.590      16.319	     10.804       9.678      20.482	
cds997	     13.253      24.710      37.963	     18.228      30.476      48.704	     11.390      24.895      36.286	
cds2876	      1.994       2.932       4.925	      2.281       3.362       5.643	      2.492       3.917       6.409	
umuC	      3.823       4.559       8.383	      4.061       4.564       8.625	      5.984       6.506      12.490	
cds996	     42.692      62.072     104.764	     48.664      68.669     117.333	     42.540      60.969     103.509	
cds2875	      7.195       7.541      14.737	      8.997       8.926      17.923	      7.983       7.311      15.293	
cds995	    101.288      59.760     161.047	    113.923      71.640     185.563	     96.237      53.654     149.891	
cds2874	      8.585       6.565      15.150	      9.114       6.270      15.384	      8.127       5.904      14.031	
cds2873	     22.905      25.631      48.536	     28.874      30.376      59.250	     26.864      31.320      58.184	
cds1789	     74.275     156.943     231.218	     75.878     168.946     244.824	     92.783     190.303     283.086	
cds2872	     13.693      10.720      24.414	     13.191      12.361      25.551	     13.348      12.692      26.040	
cds1788	     23.105      31.065      54.171	     23.174      31.192      54.366	     31.145      40.186      71.331	
cds1787	      5.978       7.249      13.227	      6.772       9.029      15.801	     10.298      11.894      22.192	
cds1786	      1.431       1.788       3.219	      1.631       2.064       3.695	      2.251       3.159       5.410	
cds1785	      4.942       4.118       9.060	      6.325       5.271      11.596	      7.503       3.251      10.754	
cds1784	      6.688       5.420      12.108	      6.022       5.136      11.158	      5.812       4.131       9.944	
cds1783	      2.395       2.129       4.524	      1.839       1.703       3.542	      1.050       0.970       2.020	
cds1782	      0.276       1.840       2.116	      0.377       1.130       1.507	      0.223       1.117       1.341	
putA	      1.106       1.080       2.187	      1.260       1.207       2.467	      0.899       0.867       1.765	
cds1781	      0.548       0.464       1.012	      0.475       0.259       0.734	      0.307       0.256       0.564	
cds1780	      0.288       0.432       0.721	      0.738       0.738       1.476	      0.000       0.117       0.117	
copS	      3.497       4.277       7.774	      5.313       6.520      11.833	      3.440       4.294       7.734	
copR	     15.525      13.858      29.384	     22.796      20.556      43.352	     14.300      12.149      26.449	
cls	      7.032       6.535      13.568	      9.419       8.637      18.056	      5.845       5.370      11.215	
cds989	     46.273      46.585      92.859	     51.534      53.452     104.986	     44.560      45.155      89.715	
cds3952	      4.976       5.094      10.070	      5.580       4.610      10.190	      5.612       5.612      11.223	
dcuS	      9.396       9.618      19.014	     11.460      11.704      23.164	      9.616       9.673      19.289	
cds988	      9.580       7.940      17.520	     13.512      10.955      24.467	     10.594       9.236      19.830	
cds3951	     11.185      18.277      29.462	     10.449      17.711      28.160	     12.955      19.117      32.071	
dcuR	      4.937       5.549      10.486	      6.457       7.121      13.578	      4.858       5.208      10.066	
cds987	      5.010       5.064      10.074	      5.964       6.019      11.983	      5.837       5.854      11.691	
cds986	    104.758      79.415     184.173	    117.661      86.243     203.904	     79.189      60.008     139.197	
cds985	     99.024      13.982     113.006	    111.577      13.726     125.303	     76.327       8.228      84.555	
cds2863	      0.419       0.591       1.010	      0.933       0.883       1.816	      0.509       0.509       1.017	
cds983	      4.884       4.884       9.769	      6.928       5.506      12.434	      4.299       3.265       7.565	
cds1779	      1.373       0.892       2.265	      3.444       1.898       5.341	      1.334       1.000       2.334	
cds2862	      1.199       0.545       1.744	      1.377       1.228       2.605	      1.147       0.794       1.942	
cds1778	    106.465     106.564     213.029	     94.457      98.630     193.087	     93.326      93.930     187.256	
cds2861	     15.112      14.514      29.626	     19.059      18.691      37.750	     11.630      11.303      22.934	
cld	     23.150      23.889      47.039	     28.564      29.833      58.397	     22.481      23.601      46.082	
cds981	      1.425       1.150       2.575	      1.642       1.443       3.084	      1.515       1.338       2.852	
cds1777	      0.172       0.138       0.310	      0.282       0.212       0.494	      0.377       0.377       0.753	
cds980	      4.357       6.436      10.794	      5.705       7.782      13.487	      3.898       5.838       9.736	
cds1776	      1.183       0.961       2.144	      1.116       1.003       2.119	      1.100       0.920       2.020	
cds1775	      1.024       1.059       2.083	      1.355       1.283       2.639	      1.565       1.522       3.087	
cds1774	      0.537       0.733       1.270	      0.700       1.001       1.701	      0.593       0.771       1.365	
cds1773	      0.126       0.168       0.295	      0.129       0.151       0.280	      0.204       0.204       0.409	
cds1772	      0.000       0.052       0.052	      0.107       0.107       0.213	      0.127       0.253       0.380	
cds1771	      0.633       0.468       1.102	      0.338       0.254       0.592	      0.535       0.368       0.903	
cds1770	      0.703       0.633       1.336	      1.584       0.576       2.160	      1.623       0.769       2.391	
dcuC	      1.142       1.011       2.153	      1.246       1.227       2.473	      1.341       1.228       2.569	
dcuB	      1.122       1.045       2.167	      1.149       1.070       2.219	      1.175       1.175       2.350	
dcuA	      8.708      10.243      18.951	     12.589      14.405      26.995	      8.035       9.100      17.135	
cds3949	      4.291       5.788      10.079	      6.267       7.765      14.032	      5.939       6.706      12.645	
purU	     30.008      33.086      63.093	     37.155      41.756      78.910	     25.344      27.437      52.780	
cds3948	      2.181       2.567       4.749	      2.649       2.767       5.416	      2.110       2.485       4.595	
purT	      3.367       2.421       5.788	      3.853       3.245       7.098	      3.287       2.486       5.773	
cds3947	      3.487       2.883       6.370	      5.142       4.190       9.331	      4.292       3.671       7.963	
cds3946	      1.605       1.248       2.853	      1.369       1.004       2.374	      1.678       1.516       3.194	
purR	      6.044       7.713      13.757	      8.389      11.186      19.575	      7.647       9.613      17.261	
cds3945	      0.678       0.933       1.611	      0.695       1.129       1.823	      1.648       1.236       2.883	
cds3944	      0.577       0.533       1.110	      0.531       0.531       1.063	      0.683       0.735       1.418	
cds3943	      0.399       0.380       0.779	      0.370       0.311       0.681	      0.508       0.462       0.970	
cds2859	      6.462       5.332      11.793	      6.566       5.233      11.799	      7.520       6.625      14.144	
cds3942	      0.877       0.953       1.830	      0.719       0.898       1.617	      0.700       0.761       1.461	
purN	     14.292      17.784      32.076	     19.623      24.446      44.069	     12.674      15.632      28.306	
purM	     13.273      10.748      24.021	     15.868      12.874      28.741	     12.750      10.686      23.436	
cds3940	     33.064      57.375      90.439	     35.421      58.208      93.629	     37.083      59.244      96.327	
purL	      2.022       2.095       4.117	      2.521       2.569       5.090	      2.002       2.018       4.020	
cds976	      4.352       5.766      10.118	      6.367       8.450      14.817	      3.295       4.394       7.689	
purK	      4.203       4.446       8.648	      5.522       6.045      11.567	      4.750       5.104       9.855	
cds975	     40.443      52.392      92.835	     41.282      54.544      95.826	     55.868      71.293     127.161	
cds2854	      0.468       0.216       0.685	      0.517       0.074       0.590	      0.700       0.175       0.875	
cds2853	      2.836       2.836       5.672	      3.450       3.565       7.015	      2.217       2.421       4.638	
cds1769	      0.636       0.572       1.208	      1.107       1.367       2.474	      1.545       1.545       3.089	
purH	      3.623       3.410       7.033	      4.728       4.361       9.089	      4.419       4.122       8.542	
cds2852	      7.527      10.197      17.724	      8.035      10.167      18.203	     11.347      13.616      24.963	
cds1768	      0.654       0.421       1.075	      0.766       0.670       1.436	      0.568       0.568       1.136	
cds2851	      2.306       2.219       4.525	      3.649       3.435       7.084	      2.313       2.228       4.541	
cds971	   3654.311     323.594    3977.906	   4790.555     413.065    5203.620	   2875.834     224.517    3100.351	
cds1767	      0.732       0.798       1.530	      0.749       0.681       1.430	      0.889       0.566       1.454	
purF	      5.692       6.426      12.118	      8.470       8.908      17.378	      5.439       6.311      11.749	
cds970	     28.918      34.594      63.512	     41.140      44.461      85.602	     30.745      34.356      65.101	
cds1766	      1.607       1.749       3.355	      1.355       1.210       2.565	      1.435       1.378       2.812	
purE	      4.222       2.696       6.919	      5.626       4.219       9.845	      4.201       2.966       7.167	
cds1765	      0.498       0.521       1.019	      0.580       0.533       1.113	      0.385       0.467       0.852	
purD	      3.258       3.017       6.275	      4.428       3.913       8.340	      4.128       3.664       7.792	
cds1764	      0.412       0.412       0.824	      0.964       0.602       1.566	      1.215       1.000       2.215	
purC	      9.302      10.792      20.095	     12.018      14.920      26.938	     10.195      11.519      21.714	
cds1763	      0.916       0.745       1.661	      0.880       0.880       1.759	      0.348       1.043       1.391	
purB	      5.848       5.829      11.676	      9.088       9.088      18.176	      4.919       4.689       9.607	
cds1762	      5.208       4.530       9.738	      6.461       5.713      12.174	      4.001       3.340       7.341	
purA	     87.543      86.484     174.027	    103.892     103.442     207.334	     84.394      83.229     167.623	
tsaC	      2.017       1.940       3.957	      2.451       2.323       4.774	      2.520       2.438       4.959	
cds1761	      4.105       4.862       8.967	      4.856       5.672      10.528	      3.727       4.356       8.084	
cds1760	      2.911       3.168       6.080	      4.296       4.033       8.329	      3.224       3.016       6.240	
dctA	      6.653       6.895      13.547	      8.195       8.628      16.823	      6.121       6.390      12.511	
otsB	      1.614       1.420       3.033	      1.156       1.322       2.478	      1.881       1.450       3.331	
otsA	      2.956       1.788       4.744	      2.858       1.700       4.558	      3.590       2.371       5.961	
cds3939	     75.365      36.359     111.723	     76.897      38.403     115.300	     79.850      40.407     120.257	
cds3938	      0.948       1.659       2.606	      1.213       2.062       3.275	      0.432       1.007       1.439	
cds3937	      0.207       0.178       0.385	      0.485       0.425       0.910	      0.216       0.180       0.396	
cds3936	      0.721       0.270       0.991	      0.830       0.738       1.568	      0.656       0.656       1.313	
cds3935	      3.669       1.310       4.979	      3.891       1.342       5.233	      3.024       1.273       4.297	
cds3934	      2.297       3.108       5.405	      2.214       2.836       5.050	      2.626       3.282       5.908	
cds3933	      1.661       1.403       3.064	      2.639       2.404       5.043	      2.469       2.330       4.800	
cds2849	      7.579       7.871      15.451	     10.248      10.746      20.994	      7.671       8.143      15.815	
cds969	     24.504      13.153      37.657	     27.119      11.438      38.558	     21.226       8.097      29.323	
cds3932	      1.926       1.759       3.685	      2.484       2.162       4.646	      1.889       1.507       3.396	
cds2848	      3.373       3.165       6.538	      3.578       3.276       6.854	      3.676       2.920       6.596	
cds968	      7.784       2.703      10.486	     10.294       3.985      14.279	      8.534       2.889      11.423	
cds3931	      4.834       3.890       8.724	      5.800       5.143      10.943	      4.587       3.715       8.302	
cds2847	      3.212       3.459       6.672	      2.935       3.694       6.629	      3.361       4.502       7.863	
cds2846	     27.690      27.766      55.456	     32.858      32.858      65.716	     22.620      23.265      45.885	
cds2845	      1.138       1.479       2.617	      1.282       3.146       4.428	      1.520       1.520       3.041	
cds2844	      1.253       0.752       2.005	      1.412       1.540       2.952	      1.675       0.761       2.436	
cds2843	      0.759       0.759       1.517	      0.777       0.932       1.709	      0.921       1.106       2.027	
cds963	     24.659      18.583      43.242	     31.879      23.932      55.811	     20.469      15.783      36.251	
cds1759	     17.121      10.308      27.429	     20.517      12.253      32.770	     15.359       9.099      24.458	
cds2842	      0.703       0.703       1.407	      0.551       0.593       1.144	      0.503       0.402       0.905	
cds962	     10.972       9.356      20.328	     13.904      11.917      25.821	     11.265       9.915      21.179	
cds1758	     38.223      32.663      70.886	     55.030      43.644      98.674	     33.012      29.167      62.178	
cds2841	      0.440       0.733       1.173	      0.800       0.800       1.601	      0.237       0.356       0.593	
cds961	      6.231       7.076      13.307	      6.863       8.242      15.104	      5.383       6.445      11.829	
cds1757	    103.356      88.504     191.860	    136.060     118.930     254.990	     84.374      73.741     158.116	
cds2840	      1.116       1.255       2.371	      1.000       2.571       3.571	      0.508       1.016       1.525	
pcm	     12.621      11.297      23.918	     16.609      14.914      31.523	      9.147       8.091      17.238	
ampH	      7.931       7.707      15.639	      9.268       9.039      18.307	      7.592       7.048      14.640	
cds960	      1.459       1.459       2.919	      2.214       2.177       4.391	      1.554       1.488       3.042	
cds1756	     38.948      63.805     102.753	     54.742      89.049     143.791	     29.528      49.581      79.109	
ampG	      2.689       3.463       6.152	      3.996       4.914       8.909	      2.882       3.501       6.383	
cds1755	      0.309       0.446       0.755	      0.527       0.562       1.089	      0.500       0.500       1.000	
cds1754	      0.752       0.000       0.752	      1.155       0.000       1.155	      1.142       0.000       1.142	
ampE	      5.037       6.919      11.956	      5.220       8.296      13.516	      4.681       6.929      11.609	
cds1753	      0.586       0.586       1.173	      0.600       0.675       1.276	      0.801       0.979       1.780	
ampD	     21.897      18.677      40.574	     30.476      27.838      58.313	     20.281      17.376      37.657	
cds1752	      0.822       0.800       1.622	      0.930       0.797       1.727	      0.709       0.814       1.523	
