#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds3435	      8.421       8.027      16.448	      9.944       9.481      19.426	      7.119       6.780      13.899	
cds2349	      2.909       2.805       5.714	      3.746       3.824       7.570	      2.990       3.031       6.021	
gapA	     74.400      76.068     150.468	    100.875     104.908     205.783	     51.566      52.546     104.113	
cds2347	      3.193       3.832       7.025	      1.906       6.353       8.259	      2.014       3.021       5.035	
hutI	      8.250       7.930      16.180	     10.403       9.635      20.038	      8.602       7.931      16.533	
bioH	      9.463       5.788      15.251	     12.271       7.774      20.045	      7.994       6.595      14.589	
cds2346	      1.647       1.717       3.364	      1.777       1.685       3.461	      1.390       1.317       2.707	
hutH	      8.909       7.817      16.725	     11.971      10.672      22.644	      5.403       5.099      10.502	
yfaE	      2.938       3.449       6.387	      2.795       4.320       7.115	      2.417       3.021       5.438	
cds2345	      3.641       2.449       6.089	      4.166       3.141       7.307	      2.642       2.083       4.725	
hutG	      6.146       5.770      11.916	      6.249       6.589      12.838	      5.868       6.191      12.059	
cds2344	      1.737       6.949       8.686	      2.592       8.928      11.520	      1.826       4.794       6.620	
bioF	      0.141       0.169       0.309	      0.028       0.140       0.168	      0.089       0.133       0.222	
cds1259	      1.535       1.876       3.411	      2.149       2.036       4.184	      0.717       0.627       1.345	
cds2343	      3.857       3.922       7.779	      5.352       5.287      10.639	      2.606       2.709       5.315	
cds463	     11.659      10.719      22.378	     15.004      13.301      28.305	     13.156      11.413      24.569	
cds1258	      0.754       0.707       1.460	      1.242       0.679       1.921	      0.668       0.520       1.188	
bioD	      0.759       0.616       1.375	      1.085       0.943       2.028	      1.121       0.972       2.093	
cds462	     11.205       9.207      20.412	     12.355      11.664      24.019	     12.463      10.957      23.420	
cds1257	      2.424       2.520       4.944	      4.918       3.471       8.389	      2.446       1.223       3.669	
cds2341	      9.983       9.108      19.091	     16.686      14.792      31.478	      8.114       7.546      15.660	
bioC	      0.172       0.129       0.302	      0.386       0.171       0.557	      0.136       0.068       0.204	
hutC	     11.845      13.908      25.753	     13.835      15.486      29.320	      9.833      10.965      20.799	
cds461	      1.570       0.916       2.485	      3.123       2.082       5.205	      1.650       1.650       3.300	
qor	     15.955      15.326      31.282	     18.274      17.352      35.626	     12.788      12.214      25.002	
cds2340	     35.051      35.287      70.338	     46.721      47.895      94.616	     26.611      26.983      53.593	
bioB	      0.595       0.626       1.220	      0.591       0.560       1.152	      0.296       0.197       0.493	
cds460	      2.472       1.677       4.149	      3.161       2.371       5.532	      1.670       1.253       2.923	
cds1255	      3.438       1.176       4.614	      4.050       1.620       5.670	      4.280       2.568       6.848	
bioA	      0.556       0.505       1.061	      0.753       0.678       1.432	      0.478       0.518       0.995	
cds1254	      1.131       1.188       2.319	      1.519       1.716       3.234	      1.204       1.204       2.408	
ahpF	      2.496       2.371       4.867	      3.890       3.683       7.572	      2.722       2.525       5.248	
cds1253	      5.725       5.515      11.239	      6.966       6.795      13.761	      4.814       4.664       9.478	
ahpC	     53.883      60.005     113.889	     76.231      89.041     165.272	     34.695      39.613      74.308	
dut	     10.286      10.215      20.501	     10.303      12.647      22.950	      9.461       8.673      18.134	
cds3423	      6.459       6.013      12.472	      8.418       8.640      17.058	      4.741       5.268      10.009	
cds459	      1.695       1.757       3.452	      2.747       2.497       5.244	      2.177       2.078       4.255	
cds458	      3.669       4.412       8.081	      5.030       5.868      10.898	      3.831       4.534       8.365	
cds3421	      6.651       5.575      12.227	      8.854       6.762      15.616	      8.174       5.938      14.112	
iclR	     33.046      30.954      64.000	     41.432      39.037      80.469	     25.836      25.338      51.173	
cds456	      4.267       3.793       8.060	      5.628       5.439      11.067	      3.813       3.613       7.426	
cds455	      6.019       4.131      10.149	      5.048       6.574      11.622	      3.536       3.908       7.444	
cds2333	     27.765      27.245      55.010	     32.141      31.647      63.789	     28.830      28.065      56.895	
cds2332	     10.283      10.910      21.193	     11.008      10.384      21.392	      9.877      12.182      22.059	
cds1247	      9.174       9.303      18.477	     14.214      14.428      28.642	      6.399       6.331      12.729	
cds451	      9.880       8.693      18.573	     11.112       9.689      20.801	      9.303       8.037      17.340	
cds450	     42.486      18.175      60.661	     49.715      22.656      72.371	     36.752      16.004      52.756	
kbl	     27.838      23.783      51.621	     40.033      34.565      74.598	     19.394      16.648      36.042	
cds1245	     21.161      18.680      39.840	     28.916      26.071      54.986	     15.601      14.405      30.006	
cds1244	      7.992       7.842      15.834	      8.850       9.900      18.750	      6.658       5.707      12.364	
cds1243	     18.465      14.698      33.163	     19.690      18.147      37.836	     11.413      10.715      22.128	
cds1242	     11.529      14.943      26.472	     13.583      15.754      29.338	     10.943      11.031      21.974	
cds1241	      3.432       5.344       8.776	      4.029       5.876       9.905	      3.282       5.500       8.782	
cds1240	      1.369       1.498       2.867	      1.602       1.763       3.365	      1.245       1.499       2.743	
uhpT	      0.866       0.936       1.802	      1.001       1.047       2.048	      1.070       1.144       2.214	
sfsA	      8.178       9.471      17.649	     13.603      12.960      26.563	      6.338       6.557      12.895	
hofQ	      1.577       1.262       2.839	      1.517       1.334       2.850	      1.244       0.829       2.073	
cpxR	     38.817      32.340      71.156	     51.450      41.670      93.120	     34.020      27.186      61.206	
cpxP	    410.181     411.286     821.467	    570.582     570.259    1140.841	    319.540     320.770     640.311	
cds3415	      5.381       5.381      10.763	      6.178       6.037      12.215	      5.121       5.046      10.167	
wzc	      1.900       1.795       3.695	      2.070       2.010       4.080	      1.450       1.450       2.901	
cds3414	      0.591       0.718       1.310	      0.378       0.630       1.009	      0.400       0.600       0.999	
wzb	      1.592       1.375       2.968	      2.016       2.160       4.176	      1.484       1.712       3.196	
cds3413	      7.282       6.170      13.451	      8.072       6.948      15.020	      6.077       5.142      11.219	
wza	      1.971       2.029       4.000	      2.416       2.274       4.689	      1.847       1.712       3.559	
cds449	    106.297     152.408     258.704	    116.199     167.265     283.463	     99.867     144.358     244.225	
cds2328	     10.014       9.698      19.712	     14.679      13.945      28.625	      9.973       8.976      18.948	
cds448	     61.930      54.485     116.415	     82.553      72.416     154.969	     43.350      37.803      81.153	
cds2327	     26.088      18.096      44.184	     47.849      30.000      77.849	     18.547      16.882      35.429	
rrmA	     32.170      24.208      56.379	     35.440      26.640      62.079	     35.001      25.236      60.237	
cds447	     32.647      30.337      62.984	     46.758      44.336      91.095	     20.724      19.549      40.273	
uhpC	      1.054       1.127       2.181	      1.268       1.316       2.584	      1.005       1.043       2.048	
hofC	      2.708       1.922       4.630	      2.882       2.101       4.982	      2.220       1.793       4.013	
cds446	     32.230      36.687      68.917	     40.698      48.315      89.014	     21.445      26.311      47.756	
uhpB	      1.539       1.864       3.402	      1.768       2.048       3.816	      1.299       1.435       2.734	
cds2325	      1.597       1.688       3.285	      1.770       1.543       3.313	      1.942       2.014       3.956	
hofB	      0.940       0.799       1.739	      1.052       0.912       1.964	      0.815       0.778       1.593	
uhpA	      3.582       3.748       7.330	      3.509       4.002       7.511	      3.824       4.171       7.995	
cds2324	      1.574       1.846       3.420	      1.539       1.728       3.267	      1.883       1.926       3.809	
cds1239	      1.077       1.046       2.122	      1.346       1.285       2.631	      1.503       1.406       2.910	
cds1238	      3.252       2.727       5.980	      3.756       2.974       6.730	      2.068       1.985       4.053	
cds441	      0.949       0.847       1.795	      1.685       1.685       3.370	      1.042       0.801       1.843	
cpxA	     17.898      20.316      38.215	     24.500      27.990      52.490	     18.802      21.381      40.184	
cds1235	     50.892      26.776      77.668	     71.189      33.906     105.094	     33.524      18.211      51.735	
cds3407	      2.050       2.144       4.194	      2.364       2.457       4.821	      1.616       1.837       3.453	
cds435	     11.528       5.094      16.621	     13.866       7.333      21.200	     12.470       6.341      18.811	
cds434	     41.626      50.645      92.271	     47.949      61.985     109.934	     45.114      55.264     100.378	
cds1229	      5.051       5.371      10.422	      6.699       7.277      13.976	      3.845       4.166       8.011	
cds432	     20.006      19.796      39.802	     22.044      22.070      44.115	     15.089      14.757      29.846	
cds1226	      6.460       4.398      10.858	      9.980       6.562      16.542	      3.684       1.734       5.418	
cds430	      1.687       1.660       3.347	      2.097       2.045       4.142	      1.330       1.288       2.618	
cds1225	      4.680       5.092       9.772	      5.623       6.182      11.805	      3.483       2.952       6.435	
cds1224	      1.980       1.661       3.640	      2.287       2.160       4.447	      1.183       1.435       2.618	
galU	     17.128      18.418      35.547	     24.701      26.162      50.863	     12.487      12.995      25.482	
cds1222	     17.249      16.668      33.916	     23.406      22.142      45.547	     12.368      12.024      24.392	
galT	      2.396       3.267       5.662	      2.661       3.125       5.787	      2.257       3.189       5.445	
cds1221	      2.850       1.764       4.614	      3.645       1.215       4.860	      2.568       0.856       3.424	
galS	      2.515       2.356       4.872	      3.706       3.357       7.063	      2.159       1.858       4.016	
galR	     20.512      18.961      39.473	     22.859      21.316      44.176	     18.018      16.122      34.140	
cds1220	      9.663       7.437      17.101	     10.800       7.938      18.738	      8.303       6.420      14.723	
gtrB	      3.198       3.514       6.711	      4.264       4.369       8.633	      1.939       1.995       3.934	
gtrA	      8.076       6.281      14.357	     10.711       8.479      19.190	      5.094       4.245       9.338	
galP	      2.498       2.685       5.184	      3.507       3.646       7.153	      1.951       2.062       4.013	
galM	      3.567       4.318       7.885	      5.229       6.100      11.329	      3.602       4.243       7.845	
galK	      3.799       3.402       7.201	      5.076       4.681       9.757	      2.995       2.727       5.722	
galF	     35.524      35.597      71.120	     46.425      45.628      92.053	     28.036      28.438      56.473	
galE	      8.327       7.687      16.014	      7.678       7.232      14.910	      8.383       7.929      16.312	
cds429	      2.463       2.325       4.788	      2.862       2.626       5.488	      1.957       1.802       3.760	
cds428	      8.543       7.597      16.140	     11.027       9.892      20.919	      5.912       5.244      11.156	
cds427	     42.534      39.944      82.477	     45.181      43.299      88.480	     39.423      37.224      76.648	
yliJ	     47.482      43.586      91.068	     57.048      54.464     111.513	     39.810      38.008      77.818	
cds2305	    156.057     178.528     334.585	    218.254     257.961     476.215	    112.430     130.828     243.258	
yliI	      9.203       4.151      13.354	      8.663       3.292      11.955	      6.866       2.838       9.704	
yliG	      2.751       2.506       5.257	      3.152       2.932       6.084	      2.401       2.285       4.687	
hupB	    152.125     175.749     327.874	    221.101     251.245     472.346	     92.373      99.898     192.271	
yliD	      1.893       1.929       3.822	      1.954       1.954       3.908	      1.521       1.295       2.816	
hupA	    263.802     261.297     525.099	    357.820     356.158     713.978	    191.331     183.805     375.136	
cds1215	      6.019       6.210      12.229	      7.730       8.071      15.802	      4.625       4.325       8.950	
yliC	      1.521       1.344       2.865	      1.513       1.548       3.061	      0.725       0.836       1.561	
yliB	      1.884       2.011       3.894	      2.400       2.463       4.863	      1.602       1.535       3.137	
iciA	      4.372       4.081       8.453	      5.581       5.182      10.764	      4.251       3.332       7.583	
cds416	      3.162       2.811       5.973	      2.726       2.551       5.278	      2.992       2.936       5.928	
kefC	      1.049       0.909       1.958	      1.409       1.322       2.730	      0.772       0.827       1.599	
kefB	     15.727      16.593      32.320	     18.245      18.424      36.669	     16.381      16.238      32.619	
cds412	     28.216      27.787      56.004	     32.531      32.728      65.259	     24.978      24.405      49.383	
dps	     74.322      57.713     132.035	     96.299      71.549     167.848	     52.685      41.883      94.568	
cds408	     55.023      58.491     113.514	     75.318      79.293     154.611	     40.779      43.603      84.382	
cds406	      8.957      11.808      20.765	     10.935      12.825      23.760	      6.848       9.202      16.050	
nhaR	      4.958       5.465      10.423	      6.660       6.624      13.284	      4.851       5.193      10.044	
cds403	      5.926       5.338      11.265	      6.345       6.210      12.555	      4.565       4.209       8.774	
cds402	     12.150      12.495      24.645	     16.200      15.000      31.200	     14.131      12.093      26.224	
nhaB	      4.849       4.849       9.698	      6.522       6.459      12.981	      4.089       3.889       7.978	
nhaA	      3.712       3.684       7.397	      4.220       4.359       8.579	      4.797       4.709       9.506	
slyX	     15.766      22.905      38.671	     13.463      30.180      43.643	     12.195      17.589      29.784	
cds2998	     37.578      30.802      68.379	     47.565      38.451      86.016	     34.483      28.898      63.381	
cds2991	    129.002     126.058     255.060	    178.875     175.946     354.821	    101.270      97.787     199.057	
cds2990	     16.697      18.913      35.610	     19.446      22.484      41.931	     17.676      20.084      37.759	
slyD	     64.594      68.011     132.605	     82.507      87.221     169.728	     56.748      61.962     118.711	
slyB	    121.660      87.556     209.216	    143.791     107.514     251.305	    107.549      77.808     185.358	
narZ	      1.494       1.511       3.005	      2.207       2.268       4.475	      1.322       1.322       2.644	
slyA	      9.973       8.766      18.739	      8.560       7.040      15.600	      8.497       7.355      15.852	
narY	      0.885       0.843       1.729	      1.070       1.028       2.097	      0.831       0.765       1.596	
narX	     20.845      16.984      37.829	     26.450      21.726      48.176	     18.435      15.405      33.840	
narU	      1.173       1.149       2.322	      1.679       1.656       3.336	      0.703       0.887       1.590	
narQ	      4.538       4.711       9.249	      5.162       5.333      10.495	      3.774       4.167       7.941	
narP	     16.889      16.286      33.176	     16.200      16.450      32.650	     12.602      12.682      25.284	
cds2989	      3.297       2.826       6.122	      3.123       2.628       5.751	      2.970       2.434       5.404	
msyB	      9.989       6.601      16.590	     11.232       8.208      19.440	      8.765       7.122      15.887	
narL	     35.575      41.779      77.354	     43.498      53.402      96.900	     27.140      34.477      61.616	
cds2988	      4.201       3.748       7.949	      4.532       4.050       8.582	      3.720       3.108       6.828	
narK	      0.979       1.002       1.980	      1.251       1.275       2.526	      0.514       0.625       1.139	
narJ	      3.665       3.986       7.651	      4.283       4.830       9.114	      2.889       3.106       5.996	
cds2986	      0.294       0.392       0.687	      0.553       0.618       1.171	      0.309       0.258       0.567	
narI	      4.612       4.036       8.648	      6.212       4.874      11.087	      4.091       4.091       8.181	
cds2985	     27.919      18.303      46.222	     32.214      21.476      53.691	     26.903      17.903      44.806	
narH	      4.347       3.796       8.143	      5.041       4.514       9.555	      3.979       3.544       7.523	
cds2984	     18.419      19.970      38.389	     21.150      23.914      45.064	     15.082      17.935      33.017	
narG	      1.148       1.131       2.279	      1.826       1.826       3.652	      0.960       1.015       1.975	
cds2983	     12.701       9.424      22.125	     15.385      10.596      25.981	     11.306       9.529      20.835	
ppiD	     15.469      20.166      35.635	     20.198      26.602      46.799	     16.105      20.330      36.435	
yleB	      7.395       7.423      14.818	      7.824       7.852      15.676	      6.857       6.726      13.582	
ppiC	     19.636      17.557      37.193	     30.446      26.540      56.987	     14.024      11.838      25.862	
cds2982	      8.070       7.336      15.406	      9.705       9.778      19.484	      7.519       7.403      14.922	
cds2981	      4.833       3.389       8.222	      5.868       3.309       9.177	      4.552       3.068       7.620	
cds1897	      4.234       4.643       8.877	      4.483       5.434       9.917	      3.015       3.553       6.568	
ppiB	    130.751     130.619     261.370	    176.529     178.885     355.414	    103.965     107.286     211.251	
ppiA	     41.668      39.337      81.005	     61.915      59.428     121.343	     34.868      32.716      67.584	
cds2980	      7.221       3.687      10.909	      9.170       4.330      13.500	      6.380       3.149       9.529	
cds1892	      5.566       4.948      10.514	      9.091       7.245      16.337	      5.309       4.334       9.644	
ttdB	      0.474       0.369       0.843	      0.682       0.734       1.416	      0.748       0.665       1.413	
cds1890	      1.241       0.620       1.861	      1.080       0.617       1.697	      1.223       0.489       1.712	
ttdA	      0.362       0.362       0.724	      0.540       0.504       1.044	      0.114       0.228       0.342	
sseG	     30.732      40.692      71.424	     45.829      59.446     105.275	     15.259      21.363      36.622	
sseF	     49.545      67.059     116.604	     68.689      96.620     165.308	     26.106      38.045      64.151	
sseE	    278.703     169.659     448.362	    431.917     277.611     709.528	    221.575     137.699     359.275	
sseD	     66.973      69.632     136.606	    114.886     107.999     222.885	     54.417      49.176     103.594	
sseC	    257.805     285.833     543.638	    362.185     400.619     762.805	    184.861     203.852     388.714	
sseB	    776.452    1031.686    1808.138	   1124.009    1440.330    2564.338	    637.874     834.625    1472.499	
sseA	   1614.386    1295.234    2909.621	   2209.019    1817.251    4026.271	   1275.366     974.273    2249.638	
cds2979	     27.313      34.213      61.526	     33.918      44.043      77.962	     24.878      34.597      59.474	
cds2978	     26.014      15.377      41.391	     35.360      21.161      56.521	     27.635      15.208      42.844	
ansP	      1.461       1.330       2.791	      2.234       2.125       4.359	      1.272       1.169       2.441	
cds2976	      4.445       4.381       8.826	      7.358       7.295      14.652	      3.880       3.829       7.709	
cds2975	      6.145       3.016       9.161	      8.550       3.750      12.300	      5.172       2.318       7.490	
cds1889	      1.381       1.333       2.714	      1.471       1.374       2.845	      1.949       1.987       3.936	
cds1888	      2.029       1.725       3.754	      4.037       1.918       5.955	      3.040       1.120       4.160	
cds1887	      3.262       3.174       6.436	      3.963       3.963       7.926	      3.521       3.659       7.179	
pphA	      4.403       4.253       8.656	      5.425       4.678      10.103	      4.181       4.181       8.363	
relE	     31.887      36.230      68.117	     30.922      43.541      74.462	     31.537      35.141      66.678	
cds1881	     17.170      19.253      36.423	     19.904      24.174      44.079	     14.532      16.523      31.055	
ansB	     13.813      13.471      27.284	     18.969      18.691      37.660	      7.653       7.456      15.109	
cds1880	     22.921      16.387      39.308	     29.600      27.400      56.999	     20.132      17.120      37.252	
icdA	    538.893     558.057    1096.950	    806.623     833.765    1640.389	    461.667     475.297     936.964	
ansA	      2.050       2.114       4.164	      3.313       3.377       6.690	      2.273       2.273       4.545	
relB	     37.666      16.085      53.752	     44.799      22.133      66.933	     33.606      15.006      48.613	
relA	     15.609      17.489      33.097	     18.744      21.701      40.445	     13.259      14.546      27.806	
pcnB	      4.706       4.545       9.251	      5.777       5.640      11.416	      4.488       4.343       8.831	
cds2969	      1.372       1.776       3.148	      1.726       1.726       3.453	      1.273       1.209       2.482	
cds2968	      1.369       1.255       2.623	      1.611       1.543       3.154	      1.583       1.654       3.237	
cds2967	      0.641       0.783       1.424	      0.779       0.885       1.664	      0.617       0.730       1.347	
cds2965	      9.920       6.913      16.833	     11.888       9.052      20.939	      7.883       5.604      13.487	
napH	      1.310       0.824       2.134	      1.452       1.154       2.607	      0.945       0.886       1.830	
cds2964	      9.792      11.373      21.165	     12.269      14.183      26.453	      8.127       9.589      17.716	
napG	      0.655       0.842       1.498	      0.931       0.698       1.629	      0.664       0.517       1.181	
cds1879	     12.190      14.268      26.458	     13.958      17.818      31.776	      9.703      10.940      20.643	
napF	      1.986       1.721       3.707	      1.778       1.844       3.622	      1.357       1.148       2.505	
cds1878	      6.939       5.493      12.432	      8.180       7.477      15.657	      6.027       5.065      11.093	
cds1877	      2.499       2.794       5.292	      4.383       4.609       8.992	      2.077       2.185       4.262	
dld	      5.175       4.798       9.973	      6.570       6.233      12.803	      3.531       3.353       6.884	
cds2960	      3.553       1.876       5.429	      3.082       2.233       5.315	      2.689       1.479       4.168	
napC	      1.675       1.837       3.511	      1.290       2.042       3.331	      1.448       1.703       3.151	
napB	      3.040       2.968       6.008	      3.168       3.312       6.480	      1.940       1.370       3.310	
napA	      1.559       1.572       3.130	      2.137       2.202       4.338	      1.425       1.384       2.809	
cds1873	      1.793       1.458       3.251	      2.666       2.136       4.802	      2.610       2.082       4.692	
cds1872	     12.052      12.197      24.248	     16.308      16.524      32.832	      8.845       8.845      17.691	
cds1871	     12.899       6.087      18.986	     18.670       6.718      25.388	      8.792       3.746      12.538	
sscB	    195.511     276.006     471.517	    291.894     414.938     706.833	    134.599     200.600     335.199	
sscA	    395.682     521.711     917.393	    565.968     743.345    1309.313	    269.912     386.610     656.522	
cds2959	  15536.134     822.173   16358.307	  11568.080     668.455   12236.535	  14600.933     814.554   15415.487	
cds2953	      2.410       1.391       3.801	      2.620       1.656       4.275	      1.332       0.823       2.155	
cds2952	     24.676      22.307      46.984	     21.207      21.011      42.218	      9.027      11.828      20.855	
cds2951	      6.821       5.382      12.203	      8.492       6.785      15.277	      5.707       4.463      10.170	
cds2950	      9.115       8.352      17.466	     12.172      10.728      22.900	      8.760       7.386      16.147	
cds1866	     93.050      43.430     136.480	    105.980      50.870     156.850	     88.960      40.480     129.440	
cds1864	      5.264       5.264      10.529	      7.364       6.054      13.418	      3.632       3.891       7.522	
cds1863	      2.327       1.465       3.792	      2.400       1.971       4.371	      2.038       1.766       3.804	
cds1862	      0.629       1.574       2.203	      0.470       1.096       1.565	      0.744       0.496       1.241	
cds1861	     17.295      15.277      32.573	     19.545      17.920      37.465	     13.635      11.742      25.377	
cds1860	      7.188       3.783      10.971	      8.504       4.365      12.870	      5.070       2.983       8.053	
nanT	      4.282       4.260       8.542	      5.780       5.845      11.626	      2.997       2.997       5.994	
cds2949	     20.914      19.490      40.404	     25.937      22.485      48.422	     20.207      17.541      37.748	
cds2948	      2.706       2.310       5.016	      4.235       3.972       8.207	      2.550       2.550       5.100	
ssaV	    104.134     124.464     228.597	    163.312     195.237     358.549	     62.305      76.086     138.391	
cds2947	      0.402       0.268       0.670	      0.400       0.333       0.733	      0.528       0.423       0.951	
ssaU	     26.852      37.678      64.530	     50.909      65.962     116.871	     17.411      23.085      40.496	
cds2946	    106.295     193.590     299.885	    123.874     247.641     371.516	     69.679     122.237     191.916	
ssaT	    155.973     210.135     366.108	    259.446     356.936     616.382	    107.725     146.969     254.694	
cds2945	    152.659      70.860     223.518	    202.518     100.041     302.559	    100.918      56.123     157.041	
ssaS	    317.552     418.320     735.873	    562.321     721.650    1283.971	    230.448     297.774     528.221	
cds2944	     35.234      34.169      69.403	     50.505      46.164      96.669	     35.583      34.744      70.327	
cds2943	     31.337      21.362      52.699	     39.863      27.658      67.521	     33.266      22.827      56.093	
ssaQ	     52.674      44.573      97.247	     84.527      73.325     157.852	     31.537      26.343      57.880	
ylaB	      3.066       3.108       6.174	      3.468       3.468       6.935	      2.152       2.119       4.272	
cds2942	      9.331      13.063      22.394	     13.837      18.225      32.062	      9.764      12.439      22.203	
ssaP	     48.729      74.005     122.734	     71.711     104.456     176.167	     24.927      42.732      67.658	
cds2941	     29.674      35.324      64.998	     44.128      50.139      94.267	     26.339      30.057      56.395	
ssaO	     80.570      76.089     156.659	    116.227     116.141     232.369	     48.914      49.866      98.780	
cds2940	     56.904      56.825     113.729	     84.473      84.890     169.363	     42.780      42.656      85.435	
ssaN	     73.676      74.252     147.928	    110.960     114.220     225.180	     42.208      43.352      85.561	
ssaM	    263.670     377.807     641.477	    401.263     562.910     964.174	    171.061     257.358     428.419	
nanA	      5.319       4.919      10.238	      5.327       4.711      10.039	      4.424       3.792       8.215	
sfhB	     29.319      29.584      58.903	     36.033      35.801      71.834	     23.507      24.554      48.062	
ssaL	    309.489     275.473     584.962	    481.361     442.599     923.960	    215.216     191.683     406.899	
ssaJ	    834.510    1186.425    2020.935	   1226.217    1714.414    2940.631	    565.167     820.941    1386.108	
ssaI	   2089.356    2169.414    4258.771	   2892.153    3071.847    5964.000	   1444.479    1572.364    3016.843	
ssaH	   2349.228    2794.387    5143.614	   3340.144    3753.381    7093.524	   1725.296    2008.003    3733.299	
ssaG	   2679.700    1070.221    3749.921	   3534.407    1306.784    4841.191	   1905.558     719.518    2625.076	
ssaE	    184.980      93.160     278.141	    275.463     146.932     422.395	    114.979      61.505     176.485	
ssaD	     41.522      35.421      76.943	     66.831      58.383     125.214	     30.299      26.231      56.530	
div	     18.464      17.392      35.856	     22.020      20.177      42.197	     19.734      18.709      38.443	
pckA	     69.307      70.031     139.338	     92.199      94.299     186.498	     53.231      53.643     106.874	
cds2939	      7.765       7.967      15.732	      8.560       8.660      17.220	      7.526       8.056      15.583	
cds2938	     18.725      18.694      37.419	     25.074      25.168      50.243	     17.170      17.418      34.587	
cds2936	      5.494       5.102      10.596	      5.985       6.701      12.687	      5.054       4.641       9.694	
cds2934	      4.419       4.444       8.863	      5.777       6.179      11.955	      4.579       4.658       9.237	
ppdD	      0.967       1.264       2.231	      1.110       1.923       3.033	      1.173       1.642       2.814	
ppdC	      3.957       1.624       5.581	      5.047       2.120       7.166	      2.560       1.280       3.840	
cds2931	     13.837      11.060      24.897	     13.663      11.352      25.016	     11.865       8.600      20.464	
ppdB	      1.386       1.097       2.483	      1.723       1.551       3.274	      2.003       1.093       3.096	
gabT	      6.849       7.002      13.851	      8.251       8.504      16.755	      4.800       4.880       9.680	
cds2930	      6.531       6.659      13.190	      6.328       6.412      12.740	      5.885       6.019      11.904	
ppdA	      1.452       1.729       3.181	      1.238       2.132       3.371	      0.763       1.199       1.963	
cds1845	      0.603       0.000       0.603	      2.400       1.200       3.600	      1.902       0.000       1.902	
cds1841	      4.277       2.303       6.580	      4.909       3.600       8.509	      4.929       2.594       7.522	
slsA	     13.536       8.083      21.619	     15.082       9.373      24.454	     15.084       8.899      23.983	
gabD	      4.811       4.586       9.396	      6.104       5.679      11.784	      3.226       2.765       5.990	
cds2925	     11.179       9.733      20.912	     13.324      11.950      25.274	      8.307       7.547      15.854	
cds2924	     33.744      19.905      53.649	     41.241      25.623      66.864	     28.869      18.463      47.332	
cds1838	      1.748       1.619       3.368	      2.288       1.995       4.283	      1.538       1.480       3.018	
cds1837	      0.611       0.564       1.175	      0.561       0.514       1.075	      0.074       0.074       0.148	
cds2920	     23.251      21.874      45.125	     28.923      25.077      53.999	     25.555      24.469      50.024	
exuT	     81.544      97.044     178.588	     82.402      99.508     181.910	     70.527      86.151     156.678	
cds1834	      2.821       3.163       5.984	      3.572       4.294       7.866	      2.561       3.100       5.662	
dgt	     11.587       9.334      20.921	     15.559      12.721      28.280	     11.808       9.271      21.079	
cds2919	      9.382       8.156      17.537	     10.899       9.655      20.555	      8.521       7.534      16.055	
msrA	     64.432      62.698     127.130	     73.672      71.036     144.708	     50.155      48.467      98.621	
cds2916	      4.130       3.083       7.213	      4.532       3.626       8.158	      3.179       2.568       5.747	
cds2915	      1.521       1.311       2.832	      1.461       1.722       3.183	      1.241       1.241       2.481	
cds2913	     23.357      15.967      39.324	     26.864      18.968      45.831	     20.573      13.811      34.384	
cds1827	     15.485       1.246      16.731	     19.652       1.062      20.715	     13.752       1.965      15.717	
cds1825	      7.688       6.522      14.210	      8.807       7.140      15.946	      7.698       6.319      14.018	
bolA	     17.515      17.311      34.826	     18.747      17.932      36.679	     14.051      13.082      27.134	
ntpA	      8.269      11.577      19.846	     10.085      11.086      21.171	      6.349      11.565      17.914	
dfp	      6.254       5.296      11.549	      9.344       7.941      17.285	      5.287       3.860       9.147	
cds2908	     14.982      15.950      30.931	     16.702      17.288      33.990	     13.736      15.594      29.330	
cds2907	      4.037       5.762       9.799	      5.380       6.004      11.385	      4.141       6.119      10.260	
cds2906	     26.472      35.287      61.759	     39.971      52.914      92.884	     19.238      25.989      45.227	
pitA	      6.506       5.135      11.641	      8.030       6.904      14.934	      7.171       6.176      13.346	
cds2905	     80.995      71.253     152.248	    108.963      95.126     204.089	     61.372      53.653     115.025	
cds2903	      3.345       3.653       6.998	      5.067       5.937      11.005	      4.300       4.706       9.006	
cds2902	     72.153       6.930      79.083	     88.314       8.579      96.892	     59.252       6.799      66.052	
cds1818	     55.059      53.398     108.457	     77.133      77.074     154.208	     45.092      44.250      89.342	
cds2900	      7.164       7.723      14.887	      8.796       9.575      18.371	      5.118       6.795      11.913	
cds1813	      6.980       7.544      14.524	      9.678      10.800      20.478	      5.670       5.336      11.006	
cds1812	      0.931       0.954       1.885	      1.401       1.356       2.756	      1.612       1.218       2.829	
ivbL	     20.070       4.277      24.347	     28.472       4.582      33.054	     20.752       1.556      22.308	
