#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
cds1265	     86     104     190	     53      74     127	     26      33      59	
cds1264	     12      30      42	      5      19      24	      1       5       6	
cds1263	     28      22      50	     21      16      37	     10       8      18	
cds1262	     38      44      82	     43      39      82	     18      19      37	
cds1261	     47      39      86	     47      51      98	     14      13      27	
cds1260	   1941    2468    4409	   1908    2485    4393	   1103    1395    2498	
hutU	    522     513    1035	    540     526    1066	    263     262     525	
cds3439	    178     158     336	    157     136     293	    104      94     198	
cds3437	    148     153     301	    116     121     237	     60      61     121	
cds3436	    192     193     385	    149     145     294	     83      86     169	
cds3435	    776     701    1477	    644     600    1244	    402     372     774	
cds2349	    161     162     323	    167     172     339	     81      83     164	
gapA	   5790    6119   11909	   6085    6390   12475	   2631    2795    5426	
cds2347	     17      32      49	     16      29      45	      8      15      23	
hutI	    620     605    1225	    492     471     963	    342     330     672	
bioH	    445     202     647	    320     160     480	    242     107     349	
cds2346	     63      62     125	     72      73     145	     48      49      97	
hutH	    345     267     612	    351     286     637	    152     127     279	
yfaE	     32      60      92	     28      57      85	      7      24      31	
cds2345	    165     102     267	    158     104     262	     95      53     148	
hutG	    262     240     502	    252     205     457	    130     136     266	
cds2344	     62      90     152	     54      75     129	     28      53      81	
bioF	     11      18      29	      5       6      11	      2       6       8	
cds1259	     92      98     190	     76      82     158	     37      34      71	
cds2343	    314     361     675	    296     328     624	    160     177     337	
cds463	    428     389     817	    435     375     810	    260     235     495	
cds1258	     85      41     126	     84      36     120	     59      30      89	
bioD	     12      10      22	     23      25      48	      7       8      15	
cds462	    163     188     351	    155     186     341	     75      81     156	
cds1257	    115      78     193	    102      71     173	     52      34      86	
cds2341	    598     505    1103	    621     530    1151	    264     212     476	
bioC	      5       3       8	     13       8      21	      3       0       3	
hutC	    404     491     895	    356     449     805	    172     208     380	
cds461	     40      35      75	     30      21      51	      9       8      17	
qor	    668     651    1319	    650     639    1289	    360     352     712	
cds2340	    625     627    1252	    589     586    1175	    285     288     573	
bioB	     28      27      55	     15      18      33	     16      14      30	
cds460	     29      22      51	     26      19      45	     14       9      23	
cds1255	    117      22     139	    111      19     130	     39       8      47	
bioA	     31      33      64	     25      25      50	     14      12      26	
cds1254	     70      72     142	     69      79     148	     30      30      60	
ahpF	    402     355     757	    300     268     568	    167     148     315	
cds1253	    307     281     588	    232     214     446	    180     168     348	
ahpC	   3270    3899    7169	   3819    4598    8417	   1601    1861    3462	
dut	    312     355     667	    329     382     711	    133     156     289	
cds3423	    226     199     425	    210     193     403	     99      95     194	
cds459	     50      44      94	     49      42      91	     19      21      40	
cds458	    122     156     278	     80      99     179	     60      79     139	
cds3421	    223     167     390	    216     168     384	     98      71     169	
iclR	   1788    1616    3404	   1627    1487    3114	    851     793    1644	
cds456	    493     436     929	    422     378     800	    254     222     476	
cds455	     99      69     168	     83      78     161	     52      38      90	
cds2333	   3818    3822    7640	   3648    3616    7264	   1802    1778    3580	
cds2332	    141     164     305	    139     144     283	     72      72     144	
cds1247	    936     956    1892	   1015     995    2010	    438     429     867	
cds451	    426     294     720	    409     274     683	    207     134     341	
cds450	   1456     600    2056	   1285     518    1803	    686     315    1001	
kbl	   1578    1296    2874	   1489    1217    2706	    749     608    1357	
cds1245	   1321    1126    2447	   1172    1013    2185	    628     561    1189	
cds1244	    175     240     415	    175     225     400	     62      87     149	
cds1243	    544     519    1063	    512     477     989	    235     228     463	
cds1242	    360     486     846	    353     459     812	    169     219     388	
cds1241	    117     147     264	    109     149     258	     55      71     126	
cds1240	    120     138     258	    122     131     253	     52      59     111	
uhpT	     58      59     117	     37      36      73	     21      24      45	
sfsA	    676     654    1330	    560     532    1092	    308     268     576	
hofQ	    122     101     223	     91      69     160	     43      37      80	
cpxR	   1240    1015    2255	   1264    1028    2292	    633     529    1162	
cpxP	  30477   30523   61000	  25596   25553   51149	  15121   15141   30262	
cds3415	    477     463     940	    350     343     693	    224     218     442	
wzc	     95      90     185	     93      89     182	     44      44      88	
cds3414	     17      21      38	     21      26      47	      5       7      12	
wzb	     13      17      30	     18      17      35	     13      13      26	
cds3413	    478     429     907	    512     455     967	    281     235     516	
wza	     70      71     141	     68      68     136	     34      30      64	
cds449	   3723    5474    9197	   3267    4577    7844	   1994    3030    5024	
cds2328	    227     209     436	    226     202     428	    140     129     269	
cds448	   8461    7641   16102	   7656    6850   14506	   4573    4182    8755	
cds2327	   1505     948    2453	   1329     774    2103	    685     419    1104	
rrmA	    685     514    1199	    562     424     986	    316     266     582	
cds447	   3049    2891    5940	   2748    2592    5340	   1692    1573    3265	
uhpC	     67      47     114	     51      37      88	     33      20      53	
hofC	    221     109     330	    206     105     311	    102      48     150	
cds446	    898    1042    1940	    886    1036    1922	    509     565    1074	
uhpB	     53      61     114	     46      51      97	     18      19      37	
cds2325	     70      56     126	     59      53     112	     50      43      93	
hofB	     49      55     104	     30      29      59	     20      20      40	
uhpA	     55      56     111	     45      51      96	     22      28      50	
cds2324	     82      94     176	     81      94     175	     40      45      85	
cds1239	     83      69     152	     85      59     144	     37      28      65	
cds1238	    188     179     367	    185     167     352	     98      83     181	
cds441	     85     100     185	     84      83     167	     28      28      56	
cpxA	    869    1047    1916	    810    1005    1815	    454     547    1001	
cds1235	  11046    4949   15995	  10860    4838   15698	   4983    2274    7257	
cds3407	     53      56     109	     55      47     102	     34      31      65	
cds435	    228     109     337	    196      79     275	     94      52     146	
cds434	   1277    1723    3000	   1063    1435    2498	    585     830    1415	
cds1229	    252     264     516	    237     274     511	    108     128     236	
cds432	   1552    1534    3086	   1239    1218    2457	    916     910    1826	
cds1226	    158     110     268	    117      81     198	     56      48     104	
cds430	    117     104     221	     98      94     192	     59      51     110	
cds1225	    265     329     594	    259     290     549	    125     144     269	
cds1224	    250     224     474	    233     202     435	    119     101     220	
galU	    852     939    1791	    890     992    1882	    431     461     892	
cds1222	    934     851    1785	    877     778    1655	    429     377     806	
galT	    116     171     287	     93     125     218	     50      71     121	
cds1221	     83      55     138	     63      43     106	     45      31      76	
galS	    287     235     522	    283     238     521	    147     123     270	
galR	   1465    1333    2798	   1287    1190    2477	    739     678    1417	
cds1220	    439     364     803	    384     344     728	    222     197     419	
gtrB	    160     180     340	    199     230     429	     72      92     164	
gtrA	    247     213     460	    255     200     455	    129     106     235	
galP	    212     214     426	    153     165     318	     75      74     149	
galM	    264     311     575	    219     263     482	    113     136     249	
galK	    256     242     498	    224     201     425	    139     126     265	
galF	   2372    2306    4678	   2309    2243    4552	   1110    1090    2200	
galE	    411     398     809	    329     316     645	    227     217     444	
cds429	    186     161     347	    145     120     265	     98      82     180	
cds428	    538     455     993	    478     412     890	    279     226     505	
cds427	    629     644    1273	    554     547    1101	    367     366     733	
yliJ	   1612    1512    3124	   1500    1380    2880	    927     858    1785	
cds2305	   4934    6988   11922	   5293    7381   12674	   2382    3322    5704	
yliI	    552     219     771	    516     201     717	    297     107     404	
yliG	    266     255     521	    204     197     401	     97      94     191	
hupB	   4929    6182   11111	   4778    5912   10690	   2243    2780    5023	
yliD	     90      81     171	     87      89     176	     54      49     103	
hupA	   7126    7254   14380	   7323    7377   14700	   3277    3366    6643	
cds1215	    402     409     811	    416     410     826	    160     175     335	
yliC	     61      64     125	     67      53     120	     44      41      85	
yliB	    150     160     310	    165     170     335	     68      64     132	
iciA	    209     194     403	    184     174     358	    105     103     208	
cds416	     91      91     182	     75      71     146	     38      41      79	
kefC	     71      62     133	     61      49     110	     38      23      61	
kefB	    933     888    1821	    936     905    1841	    429     436     865	
cds412	   1422    1480    2902	   1218    1229    2447	    741     758    1499	
dps	   3509    2905    6414	   3469    2840    6309	   1704    1393    3097	
cds408	   7834    9348   17182	   7581    9065   16646	   3884    4459    8343	
cds406	     72      87     159	     55      67     122	     36      48      84	
nhaR	    184     206     390	    184     201     385	    100     115     215	
cds403	    155     155     310	    146     144     290	     68      66     134	
cds402	    219     200     419	    181     159     340	     97      83     180	
nhaB	    574     559    1133	    496     471     967	    260     251     511	
nhaA	    235     246     481	    182     206     388	     99      97     196	
slyX	    261     525     786	    220     523     743	    105     218     323	
cds2998	    763     734    1497	    771     737    1508	    306     296     602	
cds2991	  23295   23512   46807	  21897   21876   43773	  10576   10666   21242	
cds2990	    912    1095    2007	    863    1065    1928	    383     441     824	
slyD	   2375    2348    4723	   2245    2213    4458	   1099    1073    2172	
slyB	   3662    2553    6215	   3376    2402    5778	   1977    1309    3286	
narZ	    317     323     640	    301     304     605	    163     172     335	
slyA	    472     415     887	    401     344     745	    262     237     499	
narY	     57      52     109	     60      61     121	     20      20      40	
narX	   2683    2338    5021	   2387    2010    4397	   1415    1196    2611	
narU	     95      99     194	     78      75     153	     56      53     109	
narQ	    419     450     869	    325     352     677	    211     217     428	
narP	    486     477     963	    401     407     808	    290     287     577	
cds2989	    154     125     279	    124     107     231	     67      51     118	
msyB	    347     285     632	    291     228     519	    176     153     329	
narL	   1040    1302    2342	    910    1149    2059	    535     704    1239	
cds2988	    186     163     349	    142     130     272	     80      67     147	
narK	    119     127     246	    115     127     242	     48      61     109	
narJ	     80      99     179	     80      90     170	     44      42      86	
cds2986	     19      23      42	     22      31      53	      3       8      11	
narI	    324     113     437	    285     118     403	    148      75     223	
cds2985	   1076     764    1840	    957     674    1631	    661     472    1133	
narH	    333     295     628	    265     233     498	    138     129     267	
cds2984	    676     617    1293	    523     541    1064	    376     382     758	
narG	    253     257     510	    280     274     554	    136     138     274	
cds2983	    435     277     712	    286     201     487	    217     139     356	
ppiD	   1207    1702    2909	   1229    1775    3004	    537     733    1270	
yleB	    346     352     698	    309     308     617	    198     198     396	
ppiC	    356     297     653	    311     252     563	    148     121     269	
cds2982	    163     159     322	    170     152     322	     89      78     167	
cds2981	    108      56     164	    105      44     149	     68      38     106	
cds1897	     98     107     205	    105     110     215	     38      37      75	
ppiB	   5547    5638   11185	   5948    6003   11951	   2535    2576    5111	
ppiA	   2192    2114    4306	   2259    2192    4451	   1025     991    2016	
cds2980	    262      99     361	    213      79     292	    133      50     183	
cds1892	    188     166     354	    159     137     296	     70      66     136	
ttdB	     26      23      49	     20      16      36	      3       2       5	
cds1890	      4       3       7	      8       5      13	      1       1       2	
ttdA	     21      16      37	     12      15      27	      5       7      12	
sseG	   2302    3092    5394	   2558    3336    5894	    867    1196    2063	
sseF	   4111    5731    9842	   4518    6237   10755	   1662    2345    4007	
sseE	   7981    5771   13752	   8381    5923   14304	   3515    2552    6067	
sseD	   4545    4546    9091	   4437    4335    8772	   1954    1944    3898	
sseC	  25645   29012   54657	  24639   27934   52573	  12917   14524   27441	
sseB	  34937   37787   72724	  33691   36150   69841	  16226   18109   34335	
sseA	  30436   38456   68892	  29646   35832   65478	  14888   18214   33102	
cds2979	    845    1136    1981	    839    1138    1977	    386     530     916	
cds2978	   1354     929    2283	   1220     808    2028	    587     384     971	
ansP	    195     169     364	    154     131     285	     90      80     170	
cds2976	    706     677    1383	    722     662    1384	    287     259     546	
cds2975	    341     158     499	    303     134     437	    202      82     284	
cds1889	     71      58     129	     58      49     107	     31      25      56	
cds1888	     49      36      85	     44      26      70	     17      14      31	
cds1887	    261     237     498	    253     225     478	    145     125     270	
pphA	    221     183     404	    190     166     356	    106      93     199	
relE	    516     944    1460	    432     777    1209	    259     491     750	
cds1881	    637     852    1489	    537     747    1284	    367     440     807	
ansB	    950     919    1869	   1007     982    1989	    456     444     900	
cds1880	    690     670    1360	    640     647    1287	    316     289     605	
icdA	  34919   37416   72335	  32984   34648   67632	  16938   18032   34970	
ansA	    227     233     460	    220     255     475	     83     105     188	
relB	    879     394    1273	    698     324    1022	    455     228     683	
relA	   2512    2986    5498	   2349    2752    5101	   1282    1514    2796	
pcnB	    293     293     586	    264     267     531	    140     140     280	
cds2969	     48      47      95	     55      49     104	     27      19      46	
cds2968	     91      81     172	     62      60     122	     39      38      77	
cds2967	     18      22      40	     19      18      37	      7       9      16	
cds2965	    576     440    1016	    481     346     827	    311     255     566	
napH	     53      41      94	     40      19      59	     27      18      45	
cds2964	    675     763    1438	    597     691    1288	    311     360     671	
napG	     19      18      37	     12      12      24	      3       5       8	
cds1879	    777     958    1735	    690     869    1559	    379     459     838	
napF	     61      57     118	     66      61     127	     34      26      60	
cds1878	    587     455    1042	    534     423     957	    243     185     428	
cds1877	    249     323     572	    241     277     518	    109     126     235	
dld	    553     525    1078	    455     432     887	    239     229     468	
cds2960	    225     134     359	    163     115     278	    120      62     182	
napC	     35      54      89	     39      37      76	     19      15      34	
napB	     53      50     103	     42      47      89	     24      29      53	
napA	    236     235     471	    219     223     442	    129     125     254	
cds1873	    132     102     234	    114      93     207	     58      44     102	
cds1872	    639     649    1288	    613     613    1226	    311     313     624	
cds1871	   1749     595    2344	   1664     497    2161	    757     294    1051	
sscB	   6964    8899   15863	   7558    9500   17058	   2808    3742    6550	
sscA	  17331   21548   38879	  17689   21218   38907	   8048    9908   17956	
cds2959	  71504    4769   76273	  50382    2952   53334	  56989    3466   60455	
cds2953	    274      99     373	    240     111     351	    122      43     165	
cds2952	    324     202     526	    249     183     432	    166     118     284	
cds2951	    336     291     627	    297     256     553	    186     154     340	
cds2950	    424     353     777	    392     337     729	    195     143     338	
cds1866	   2280    1236    3516	   2122    1156    3278	   1127     580    1707	
cds1864	     94      80     174	    100      63     163	     42      33      75	
cds1863	     77      51     128	     63      48     111	     28      21      49	
cds1862	      4      10      14	      5       4       9	      2       1       3	
cds1861	    705     626    1331	    724     619    1343	    363     319     682	
cds1860	    365     152     517	    287     118     405	    180      87     267	
nanT	    567     560    1127	    486     482     968	    293     295     588	
cds2949	    471     429     900	    372     343     715	    256     225     481	
cds2948	    152     146     298	    161     150     311	     97      95     192	
ssaV	  16271   19102   35373	  16642   19513   36155	   6660    7836   14496	
cds2947	     24      11      35	     19      12      31	      5       2       7	
ssaU	   2803    3705    6508	   2770    3699    6469	   1072    1538    2610	
cds2946	   6732   10666   17398	   5308    8998   14306	   3777    5547    9324	
ssaT	   7488   11343   18831	   7147   10928   18075	   2974    4460    7434	
cds2945	  10936    3303   14239	   9472    3086   12558	   5593    1460    7053	
ssaS	   7087   10829   17916	   6861   10310   17171	   2729    4291    7020	
cds2944	   1044     765    1809	    994     680    1674	    500     380     880	
cds2943	    975     820    1795	    875     729    1604	    481     402     883	
ssaQ	   3312    3337    6649	   3570    3539    7109	   1248    1260    2508	
ylaB	    290     283     573	    258     251     509	    143     140     283	
cds2942	    524     740    1264	    470     640    1110	    249     363     612	
ssaP	   1620    1963    3583	   1735    1985    3720	    591     698    1289	
cds2941	   1628    1962    3590	   1545    1842    3387	    812     964    1776	
ssaO	   2298    2574    4872	   2335    2597    4932	    864     980    1844	
cds2940	   3834    3702    7536	   3595    3488    7083	   1777    1747    3524	
ssaN	   8842    8975   17817	   9479    9395   18874	   3519    3586    7105	
ssaM	   8038    9295   17333	   8374    9524   17898	   3451    3952    7403	
nanA	    136     118     254	    103      85     188	    100      81     181	
sfhB	   3099    3012    6111	   3053    2862    5915	   1569    1484    3053	
ssaL	  19512   19833   39345	  20344   20667   41011	   7884    7842   15726	
ssaJ	  63515   87542  151057	  60858   82147  143005	  26745   38289   65034	
ssaI	  51472   47634   99106	  48369   44191   92560	  23487   21892   45379	
ssaH	  47170   54411  101581	  44191   49230   93421	  21568   25707   47275	
ssaG	  49580   20365   69945	  44647   17903   62550	  23431    9940   33371	
ssaE	   9302    1262   10564	   8591    1129    9720	   4227     548    4775	
ssaD	   3373    3365    6738	   3182    3143    6325	   1457    1432    2889	
div	    708     642    1350	    659     615    1274	    359     313     672	
pckA	   6389    6685   13074	   5742    5920   11662	   3298    3415    6713	
cds2939	    245     252     497	    225     240     465	    120     124     244	
cds2938	   1469    1473    2942	   1381    1398    2779	    794     786    1580	
cds2936	    288     279     567	    292     282     574	    150     153     303	
cds2934	    376     402     778	    355     381     736	    162     182     344	
ppdD	     18      30      48	     12      25      37	      5      14      19	
ppdC	     87      35     122	     79      39     118	     29       8      37	
cds2931	    430     367     797	    326     288     614	    208     178     386	
ppdB	     76      62     138	     48      52     100	     30      25      55	
gabT	    294     301     595	    265     260     525	    134     141     275	
cds2930	    234     227     461	    211     214     425	     98      99     197	
ppdA	     22      26      48	     17      24      41	     12      12      24	
cds1845	     11       5      16	      7       8      15	      6       4      10	
cds1841	     84      45     129	     64      56     120	     31      18      49	
slsA	    272     176     448	    216     131     347	    107      71     178	
gabD	    216     185     401	    189     183     372	     82      75     157	
cds2925	    624     554    1178	    544     465    1009	    312     257     569	
cds2924	   1416     876    2292	   1214     736    1950	    748     467    1215	
cds1838	    158     149     307	    153     137     290	     63      63     126	
cds1837	     36      26      62	     30      17      47	     10       8      18	
cds2920	    821     722    1543	    894     777    1671	    375     320     695	
exuT	   4197    5066    9263	   2942    3501    6443	   2421    3012    5433	
cds1834	    181     229     410	    169     225     394	     68      97     165	
dgt	    838     655    1493	    675     521    1196	    374     305     679	
cds2919	    640     556    1196	    584     517    1101	    346     321     667	
msrA	   2112    1977    4089	   2095    1977    4072	   1076    1011    2087	
cds2916	    312     220     532	    282     221     503	    153     119     272	
cds2915	     74      87     161	     65      70     135	     23      24      47	
cds2913	    878     709    1587	    728     579    1307	    458     360     818	
cds1827	    171      29     200	    164      28     192	     89      10      99	
cds1825	    445     393     838	    400     337     737	    212     189     401	
bolA	    735     743    1478	    593     597    1190	    365     373     738	
ntpA	    186     227     413	    201     230     431	     89     114     203	
dfp	    454     333     787	    475     312     787	    193     145     338	
cds2908	    651     711    1362	    536     600    1136	    396     421     817	
cds2907	    233     322     555	    188     259     447	     99     129     228	
cds2906	   2572    3876    6448	   2344    3461    5805	   1404    2030    3434	
pitA	    401     333     734	    351     283     634	    178     158     336	
cds2905	   6506    5796   12302	   5472    4853   10325	   3227    2832    6059	
cds2903	    198     257     455	    161     200     361	     83     104     187	
cds2902	   1926     235    2161	   1837     191    2028	   1190      99    1289	
cds1818	   1445    1358    2803	   1595    1520    3115	    642     626    1268	
cds2900	    260     311     571	    273     309     582	    140     154     294	
cds1813	    258     258     516	    272     280     552	    148     134     282	
cds1812	     70      57     127	     60      39      99	     28      26      54	
ivbL	    241      40     281	    225      23     248	    121      11     132	
pcgL	    311     267     578	    332     296     628	    151     125     276	
lexA	   2317    2257    4574	   1993    1909    3902	    913     889    1802	
aarF	   1899    1751    3650	   1838    1730    3568	    874     845    1719	
cds1808	     25      18      43	     32      20      52	      7       7      14	
cds1807	    121     135     256	    101     104     205	     66      70     136	
cds1806	    154     123     277	    124     112     236	     77      69     146	
sfcA	   1364    1361    2725	   1310    1321    2631	    659     667    1326	
cds1802	      9       6      15	      8       6      14	      5       3       8	
erfK	    855     320    1175	    800     287    1087	    377     172     549	
cds1801	   3529    3583    7112	   3091    3124    6215	   1915    1928    3843	
cds1800	     48      88     136	     36      67     103	     26      62      88	
lldP	    133     137     270	    106     107     213	     63      56     119	
recR	    181     325     506	    170     292     462	     90     174     264	
recQ	    532     527    1059	    492     473     965	    243     236     479	
recO	    184     348     532	    173     253     426	     72     122     194	
recN	   3216    3094    6310	   2662    2550    5212	   1303    1248    2551	
recJ	    886    1111    1997	    835    1021    1856	    438     532     970	
sfbC	    128      78     206	     92      66     158	     66      47     113	
sfbB	     75      76     151	     57      57     114	     34      32      66	
recG	    324     327     651	    324     330     654	    143     151     294	
sfbA	    167     179     346	    173     173     346	     69      68     137	
recF	    174     169     343	    180     192     372	     77      77     154	
recD	    171     151     322	    151     143     294	     83      76     159	
recC	   1000     922    1922	    944     843    1787	    442     396     838	
recB	    634     755    1389	    551     647    1198	    307     356     663	
recA	  14020   13975   27995	  11474   11401   22875	   5840    5809   11649	
dcp	    757     751    1508	    677     672    1349	    381     375     756	
dcm	   1561    1498    3059	   1334    1270    2604	    846     805    1651	
yrfG	    247     225     472	    258     208     466	    105      84     189	
yrfF	   1047    1706    2753	    921    1521    2442	    466     774    1240	
nagE	    908     895    1803	    778     770    1548	    447     437     884	
yrfE	   1712    1644    3356	   1489    1433    2922	    757     728    1485	
dcd	    689     717    1406	    635     712    1347	    355     373     728	
nagD	    725     748    1473	    745     719    1464	    296     294     590	
yrfD	     20      18      38	     18      19      37	     10      10      20	
nagC	    745     977    1722	    674     948    1622	    357     491     848	
yrfC	      8      10      18	     12      11      23	      5       9      14	
leuS	   5051    4643    9694	   4606    4208    8814	   2618    2404    5022	
nagB	    951     880    1831	    862     773    1635	    433     385     818	
yrfB	      0       2       2	      3       4       7	      2       3       5	
nagA	    965     908    1873	    896     844    1740	    477     448     925	
yrfA	     30       0      30	     25       1      26	     16       1      17	
leuO	    141     157     298	    126     151     277	     63      71     134	
leuL	     31       1      32	     33       4      37	     16       0      16	
ccmH	     34      28      62	     24      20      44	      7       8      15	
ddlB	    623     584    1207	    667     580    1247	    294     263     557	
ddlA	   2096     757    2853	   1900     717    2617	    898     280    1178	
ccmF	      7       5      12	      4       4       8	      6       6      12	
ccmE	      1       2       3	      2       3       5	      0       0       0	
ccmD	      1       0       1	      1       0       1	      0       0       0	
ccmC	      1       3       4	      5       5      10	      1       1       2	
ccmB	      3       1       4	      7       9      16	      3       3       6	
ccmA	      2      13      15	      7      11      18	      1       5       6	
leuD	     84      55     139	     62      42     104	     31      24      55	
leuC	     52      51     103	     64      60     124	     41      38      79	
leuB	     92      98     190	     83      88     171	     49      56     105	
leuA	    164     186     350	    132     156     288	    100     107     207	
pipD	   3475    2977    6452	   3870    3329    7199	   1556    1326    2882	
pipB	   3868    3827    7695	   3796    3744    7540	   1752    1744    3496	
pipA	    224     252     476	    216     243     459	     72      74     146	
exoX	   1383    1161    2544	   1287    1088    2375	    678     567    1245	
kduI	     90      80     170	     69      65     134	     44      45      89	
dam	    325     263     588	    273     226     499	    150     109     259	
kduD	    131     127     258	    124     121     245	     60      56     116	
yrdD	   1558    2291    3849	   1436    2012    3448	    728    1171    1899	
yrdC	   1016    1214    2230	   1039    1191    2230	    475     546    1021	
yrdB	    296     337     633	    290     356     646	    154     164     318	
yrdA	    523     400     923	    514     396     910	    262     194     456	
yejM	    610     880    1490	    606     899    1505	    265     377     642	
yejL	    479     582    1061	    523     594    1117	    218     263     481	
yejK	    610     646    1256	    570     583    1153	    276     275     551	
nadR	    631     640    1271	    558     581    1139	    254     280     534	
yejH	    548     542    1090	    453     439     892	    303     298     601	
yejG	   5298    5441   10739	   4370    4486    8856	   2906    3004    5910	
yejF	   1532     559    2091	   1327     480    1807	    739     258     997	
yejE	    247     328     575	    198     251     449	     98     136     234	
yejD	    442     397     839	    480     432     912	    223     203     426	
yejB	    574     557    1131	    499     501    1000	    245     224     469	
yejA	    606     552    1158	    521     464     985	    245     228     473	
cpdB	   1248    1492    2740	   1323    1521    2844	    562     643    1205	
kdtA	    809     638    1447	    745     618    1363	    349     271     620	
nadE	   2318    2334    4652	   2270    2272    4542	   1225    1235    2460	
cvpA	    380     360     740	    378     356     734	    198     177     375	
nadC	    460     455     915	    401     386     787	    225     220     445	
nadB	    231     128     359	    224     130     354	    118      61     179	
nadA	    118     122     240	    102     101     203	     59      60     119	
yeiR	    499     481     980	    407     383     790	    228     229     457	
yeiP	    244     248     492	    267     264     531	    153     142     295	
yeiO	     87      68     155	     70      63     133	     38      29      67	
yeiH	    413     445     858	    362     400     762	    214     232     446	
yeiG	   2934    2944    5878	   2933    2886    5819	   1432    1426    2858	
yeiE	    378     392     770	    401     399     800	    211     220     431	
yeiB	    154     396     550	    157     360     517	     58     174     232	
kdsB	    389     438     827	    342     394     736	    182     208     390	
kdsA	    837     957    1794	    828     958    1786	    349     392     741	
yehZ	     91      74     165	    100      83     183	     49      38      87	
yehY	     54      71     125	     60      67     127	     32      40      72	
yehX	    100      84     184	     63      51     114	     44      32      76	
yehW	   1006    1014    2020	    785     779    1564	    607     604    1211	
yehV	    228     228     456	    171     193     364	     97      97     194	
yehU	    226     217     443	    230     203     433	    125     116     241	
pilV	    121      77     198	    101      67     168	     70      45     115	
yehT	    161     141     302	    154     129     283	     71      59     130	
pilU	     19      19      38	     10      12      22	      8      10      18	
yehS	    984     879    1863	    964     846    1810	    383     344     727	
pilT	     32      36      68	     24      35      59	     20      25      45	
yehR	    178     133     311	    142     108     250	     72      62     134	
pilS	     36      22      58	     36      12      48	     15       6      21	
mig-14	   9023    9079   18102	  10119   10109   20228	   3413    3418    6831	
pilR	      3       3       6	      2       3       5	      3       4       7	
pilQ	     34      38      72	     25      25      50	     17      16      33	
pilP	      9      11      20	      6       5      11	      2       3       5	
pilO	     16      17      33	     12      11      23	      5       3       8	
pilM	     34      14      48	     27      18      45	     14      11      25	
pilL	     68     101     169	     49      78     127	     40      54      94	
pilK	     10      20      30	     10      29      39	      2       8      10	
yehE	    356     403     759	    314     332     646	    168     182     350	
yraN	    148     114     262	    138     145     283	     61      62     123	
citX	      2       2       4	      3       4       7	      0       1       1	
poxB	     36      82     118	     31      52      83	     20      34      54	
citT	    611     612    1223	    497     497     994	    302     303     605	
atpI	   1075     933    2008	   1043     784    1827	    488     419     907	
atpH	   1067    1536    2603	   1203    1745    2948	    504     713    1217	
atpG	   1044    1217    2261	   1108    1265    2373	    469     522     991	
atpF	   2008    2342    4350	   2284    2687    4971	    896    1094    1990	
atpE	   1901    1872    3773	   2160    2087    4247	    830     833    1663	
atpD	   1254    1190    2444	   1416    1384    2800	    584     560    1144	
atpC	    697     967    1664	    817    1062    1879	    313     408     721	
atpB	   2390    1900    4290	   2650    2084    4734	    987     796    1783	
yegN	    230     243     473	    210     222     432	    127     143     270	
atpA	   1937    2145    4082	   2162    2308    4470	    828     898    1726	
citG	     13      14      27	     16      13      29	      5       6      11	
citF	      9      10      19	     13      12      25	      4       4       8	
citE	     32      37      69	     42      46      88	     18      19      37	
yegH	    762     668    1430	    650     559    1209	    367     323     690	
cds3392	    356     389     745	    296     327     623	    174     175     349	
citD	     11       5      16	      7       5      12	      3       1       4	
lepB	    703     780    1483	    717     794    1511	    330     378     708	
citC	     13      16      29	      9      10      19	      7      11      18	
lepA	   1038    1011    2049	   1032     983    2015	    497     461     958	
citB	     84      70     154	     75      71     146	     51      47      98	
yegE	    570     565    1135	    470     478     948	    289     285     574	
citA	    256     175     431	    198     144     342	    121      86     207	
yegD	     62      60     122	     58      53     111	     34      35      69	
yegB	    187     155     342	    193     160     353	     92      75     167	
cds3383	    359     329     688	    322     314     636	    175     167     342	
cds2298	    258     207     465	    289     244     533	    138     112     250	
cds2297	    128     177     305	    116     189     305	     53     103     156	
cds2295	    190     139     329	    161     105     266	    100      76     176	
kdpE	    359     389     748	    326     346     672	    162     174     336	
kdpD	    399     248     647	    345     213     558	    196     138     334	
kdpC	     24      12      36	     26      13      39	     24      10      34	
msgA	   1469     943    2412	   1153     708    1861	    694     447    1141	
kdpB	     58      69     127	     48      54     102	     32      36      68	
kdpA	     30      24      54	     20      16      36	     13      13      26	
ptr	   1042    1049    2091	    972    1003    1975	    433     453     886	
lrhA	   3357    4529    7886	   3141    4078    7219	   1666    2202    3868	
pth	    284     229     513	    297     244     541	    129      93     222	
pta	    349     295     644	    281     269     550	    180     157     337	
cds3375	   1685    1663    3348	   1393    1366    2759	    738     734    1472	
cds3374	  13230   13333   26563	   8355    8349   16704	   6172    6233   12405	
cds2288	    112     129     241	    106     135     241	     71      74     145	
cds2287	     97      72     169	     90      70     160	     58      36      94	
yeeF	    221     232     453	    186     199     385	     92      98     190	
